,Date,cruise,PAR
14264,2021-12-07 18:00:00+00:00,TN397_130,2255.7958
14266,2021-12-07 19:00:00+00:00,TN397_130,1914.5341
14268,2021-12-07 20:00:00+00:00,TN397_130,1825.5549999999998
14270,2021-12-07 21:00:00+00:00,TN397_130,2428.85655
14272,2021-12-07 22:00:00+00:00,TN397_130,2344.1923500000003
14274,2021-12-07 23:00:00+00:00,TN397_130,2393.8743999999997
14276,2021-12-08 00:00:00+00:00,TN397_130,1113.74945
14278,2021-12-08 01:00:00+00:00,TN397_130,1335.115
14280,2021-12-08 02:00:00+00:00,TN397_130,290.15465
14282,2021-12-08 03:00:00+00:00,TN397_130,15.798000000000002
14284,2021-12-08 04:00:00+00:00,TN397_130,0.0235
14286,2021-12-08 05:00:00+00:00,TN397_130,0.02305
14288,2021-12-08 06:00:00+00:00,TN397_130,0.02195
14290,2021-12-08 07:00:00+00:00,TN397_130,0.022850000000000002
14292,2021-12-08 08:00:00+00:00,TN397_130,0.02455
14294,2021-12-08 09:00:00+00:00,TN397_130,0.02135
14296,2021-12-08 10:00:00+00:00,TN397_130,0.02155
14298,2021-12-08 11:00:00+00:00,TN397_130,0.0194
14300,2021-12-08 12:00:00+00:00,TN397_130,0.019450000000000002
14302,2021-12-08 13:00:00+00:00,TN397_130,0.020649999999999998
14304,2021-12-08 14:00:00+00:00,TN397_130,0.06257894736842105
14307,2021-12-08 16:00:00+00:00,TN397_130,411.439
14309,2021-12-08 17:00:00+00:00,TN397_130,605.9903
14311,2021-12-08 18:00:00+00:00,TN397_130,1980.7082999999998
14313,2021-12-08 19:00:00+00:00,TN397_130,2246.0592
14315,2021-12-08 20:00:00+00:00,TN397_130,2307.1032999999998
14317,2021-12-08 21:00:00+00:00,TN397_130,2378.5325000000003
14319,2021-12-08 22:00:00+00:00,TN397_130,2344.80485
14321,2021-12-08 23:00:00+00:00,TN397_130,2304.2093
14323,2021-12-09 00:00:00+00:00,TN397_130,2231.94485
14325,2021-12-09 01:00:00+00:00,TN397_130,1986.1160499999999
14327,2021-12-09 02:00:00+00:00,TN397_130,1312.7602499999998
14329,2021-12-09 03:00:00+00:00,TN397_130,116.21189999999999
14331,2021-12-09 04:00:00+00:00,TN397_130,0.02025
14333,2021-12-09 05:00:00+00:00,TN397_130,0.0216
14335,2021-12-09 06:00:00+00:00,TN397_130,0.02435
14337,2021-12-09 07:00:00+00:00,TN397_130,0.023899999999999998
14339,2021-12-09 08:00:00+00:00,TN397_130,0.0229
14341,2021-12-09 09:00:00+00:00,TN397_130,0.02645
14343,2021-12-09 10:00:00+00:00,TN397_130,0.02185
14345,2021-12-09 11:00:00+00:00,TN397_130,0.01895
14347,2021-12-09 12:00:00+00:00,TN397_130,0.0213
14349,2021-12-09 13:00:00+00:00,TN397_130,0.02535
14351,2021-12-09 14:00:00+00:00,TN397_130,0.02905
14353,2021-12-09 15:00:00+00:00,TN397_130,32.66505
14355,2021-12-09 16:00:00+00:00,TN397_130,200.1827
14357,2021-12-09 17:00:00+00:00,TN397_130,753.5988
14359,2021-12-09 18:00:00+00:00,TN397_130,2119.49615
14361,2021-12-09 19:00:00+00:00,TN397_130,1978.7565
14363,2021-12-09 20:00:00+00:00,TN397_130,2085.7194499999996
14365,2021-12-09 21:00:00+00:00,TN397_130,2158.11025
14367,2021-12-09 22:00:00+00:00,TN397_130,1584.44975
14369,2021-12-09 23:00:00+00:00,TN397_130,1698.2250500000002
14371,2021-12-10 00:00:00+00:00,TN397_130,1306.4862142857144
14374,2021-12-10 02:00:00+00:00,TN397_130,91.09175
14376,2021-12-10 03:00:00+00:00,TN397_130,18.2379
14378,2021-12-10 04:00:00+00:00,TN397_130,0.0221
14380,2021-12-10 05:00:00+00:00,TN397_130,0.02115
14382,2021-12-10 06:00:00+00:00,TN397_130,0.022350000000000002
14384,2021-12-10 07:00:00+00:00,TN397_130,0.02225
14386,2021-12-10 08:00:00+00:00,TN397_130,0.022350000000000002
14388,2021-12-10 09:00:00+00:00,TN397_130,0.023450000000000002
14390,2021-12-10 10:00:00+00:00,TN397_130,0.01815
14392,2021-12-10 11:00:00+00:00,TN397_130,0.01965
14394,2021-12-10 12:00:00+00:00,TN397_130,0.02085
14396,2021-12-10 13:00:00+00:00,TN397_130,0.020999999999999998
14398,2021-12-10 14:00:00+00:00,TN397_130,0.025750000000000002
14400,2021-12-10 15:00:00+00:00,TN397_130,3.2916499999999997
14402,2021-12-10 16:00:00+00:00,TN397_130,83.0557
14404,2021-12-10 17:00:00+00:00,TN397_130,676.76455
14406,2021-12-10 18:00:00+00:00,TN397_130,902.551
14408,2021-12-10 19:00:00+00:00,TN397_130,1329.91565
14410,2021-12-10 20:00:00+00:00,TN397_130,1351.9496
14412,2021-12-10 21:00:00+00:00,TN397_130,1543.7085
14414,2021-12-10 22:00:00+00:00,TN397_130,1210.1635
14416,2021-12-10 23:00:00+00:00,TN397_130,1439.50255
14418,2021-12-11 00:00:00+00:00,TN397_130,1395.2706
14419,2021-12-11 01:00:00+00:00,TN397_130,611.1139000000001
14420,2021-12-11 02:00:00+00:00,TN397_130,343.4506
14421,2021-12-11 03:00:00+00:00,TN397_130,53.096799999999995
14422,2021-12-11 04:00:00+00:00,TN397_130,0.0199
14424,2021-12-11 05:00:00+00:00,TN397_130,0.0195
14426,2021-12-11 06:00:00+00:00,TN397_130,0.0193
14428,2021-12-11 07:00:00+00:00,TN397_130,0.016999999999999998
14430,2021-12-11 08:00:00+00:00,TN397_130,0.014499999999999999
14432,2021-12-11 09:00:00+00:00,TN397_130,0.019
14434,2021-12-11 10:00:00+00:00,TN397_130,0.02525
14436,2021-12-11 11:00:00+00:00,TN397_130,0.0249
14438,2021-12-11 12:00:00+00:00,TN397_130,0.0208
14440,2021-12-11 13:00:00+00:00,TN397_130,0.02185
14442,2021-12-11 14:00:00+00:00,TN397_130,0.0196
14444,2021-12-11 15:00:00+00:00,TN397_130,2.94805
14446,2021-12-11 16:00:00+00:00,TN397_130,185.11765
14448,2021-12-11 17:00:00+00:00,TN397_130,471.86975
14450,2021-12-11 18:00:00+00:00,TN397_130,1758.3534
14472,2021-12-12 16:00:00+00:00,TN397_130,165.5843076923077
14474,2021-12-12 17:00:00+00:00,TN397_130,642.3863
14476,2021-12-12 18:00:00+00:00,TN397_130,1845.3416000000002
14478,2021-12-12 19:00:00+00:00,TN397_130,2189.40225
14480,2021-12-12 20:00:00+00:00,TN397_130,2254.95645
14482,2021-12-12 21:00:00+00:00,TN397_130,2191.8565
14484,2021-12-12 22:00:00+00:00,TN397_130,2091.2956
14486,2021-12-12 23:00:00+00:00,TN397_130,2139.48535
14488,2021-12-13 00:00:00+00:00,TN397_130,2195.8623500000003
14490,2021-12-13 01:00:00+00:00,TN397_130,1638.273
14492,2021-12-13 02:00:00+00:00,TN397_130,1299.4228
14494,2021-12-13 03:00:00+00:00,TN397_130,167.6058
14496,2021-12-13 04:00:00+00:00,TN397_130,0.05605
14498,2021-12-13 05:00:00+00:00,TN397_130,0.020300000000000002
14500,2021-12-13 06:00:00+00:00,TN397_130,0.016550000000000002
14502,2021-12-13 07:00:00+00:00,TN397_130,0.01795
14504,2021-12-13 08:00:00+00:00,TN397_130,0.0211
14506,2021-12-13 09:00:00+00:00,TN397_130,0.0191
14508,2021-12-13 10:00:00+00:00,TN397_130,0.02165
14510,2021-12-13 11:00:00+00:00,TN397_130,0.023200000000000002
14512,2021-12-13 12:00:00+00:00,TN397_130,0.02425
14514,2021-12-13 13:00:00+00:00,TN397_130,0.02615
14516,2021-12-13 14:00:00+00:00,TN397_130,0.0273
14518,2021-12-13 15:00:00+00:00,TN397_130,1.1957
14520,2021-12-13 16:00:00+00:00,TN397_130,99.1008
14522,2021-12-13 17:00:00+00:00,TN397_130,1087.53195
14524,2021-12-13 18:00:00+00:00,TN397_130,1930.60225
14526,2021-12-13 19:00:00+00:00,TN397_130,2020.0281
14528,2021-12-13 20:00:00+00:00,TN397_130,2178.22065
14530,2021-12-13 21:00:00+00:00,TN397_130,2248.7120499999996
14532,2021-12-13 22:00:00+00:00,TN397_130,2395.5285833333332
14551,2021-12-14 16:00:00+00:00,TN397_130,25.396833333333333
14553,2021-12-14 17:00:00+00:00,TN397_130,469.77685
14555,2021-12-14 18:00:00+00:00,TN397_130,1503.63655
14557,2021-12-14 19:00:00+00:00,TN397_130,2062.8111
14559,2021-12-14 20:00:00+00:00,TN397_130,2203.1423999999997
14561,2021-12-14 21:00:00+00:00,TN397_130,1691.6952
14563,2021-12-14 22:00:00+00:00,TN397_130,2253.7967
