time,lat,lon,depth,temp,cond,sal,dens,flu,par_z,par_surface,light_level,kpar,ed412,ed442,ed488,ed490,ed510,ed530,ed550,ed554,ed560,ed620,ed664,ed666,ed670,ed678,ed682,ed708,ed748,ed754,ed760,ed764,ed778,lu412,lu442,lu488,lu490,lu510,lu530,lu550,lu554,lu560,lu620,lu664,lu666,lu670,lu678,lu682,lu708,lu748,lu754,lu760,lu764,lu778,es412,es442,es488,es490,es510,es530,es550,es554,es560,es620,es664,es666,es670,es678,es682,es708,es748,es754,es760,es764,es778
2021-07-26T23:41:28.000Z,21.52397,-155.5457,6,25.82,53.82,34.92,1023.06,0.051,866.96,1632.67,54.14,0.1,87.04,104.35,115.34,115.33,105.21,98.92,91.53,89.46,86.19,22.58,10.39,10.13,9.78,8.67,7.88,1.72,0,0,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.83,112.3,126.64,127.11,127.56,128.32,128.5,128.23,126.66,120.35,115.01,115.13,114.77,113.57,110,103.59,99.68,92.75,70.88,70.51,94.49
2021-07-26T23:41:31.000Z,21.52397,-155.5457,7,25.82,53.82,34.92,1023.06,0.026,772.79,1607.03,48.26,-0.1,82.63,98.84,108.89,108.79,97.21,90.03,81.89,79.7,76.34,15.19,5.89,5.74,5.41,4.69,4.16,0.83,0,0,0,0,0,1.741,1.697,1.34,1.299,0.684,0.444,0.294,0.265,0.239,0.014,0,0.012,0,0.007,0.009,0,0,0,0,0,0,94.51,110.78,124.26,124.9,125.78,126.65,126.65,126,124.6,118.56,113.42,113.81,113.41,111.75,108.67,101.86,97.93,91.84,69.41,69.17,92.61
2021-07-26T23:41:34.000Z,21.52397,-155.5457,8,25.82,53.82,34.92,1023.07,0.027,857.1,1606.87,53.53,0.26,91.58,110.99,123.19,123.08,109.53,101.04,91.47,88.93,85.07,14.97,5.32,5.19,4.92,4.31,3.84,0.57,0.13,0,0.25,0.17,0,1.627,1.593,1.26,1.219,0.626,0.408,0.268,0.24,0.212,0.02,0,0,0,0,0,0,0,0,0.014,0,0,94.78,110.47,124.23,124.61,125.36,126.46,126.84,126.25,124.38,118.88,113.05,113.5,113.63,111.56,108.27,102.36,97.72,91.86,70.23,69.19,93.25
2021-07-26T23:41:39.000Z,21.52397,-155.5457,9,25.82,53.83,34.92,1023.07,0.026,663.72,1610.39,41.45,0.01,75.7,90.85,99.53,99.35,86.37,78.23,69.48,67.24,63.96,8.73,2.67,2.62,2.41,2.1,1.79,0.27,0,0,0,0,0,1.563,1.52,1.2,1.162,0.593,0.378,0.243,0.22,0.192,0.01,0,0,0,0,0,0,0,0,0,0,0,94.55,110.66,125.02,125.37,125.72,126.42,126.78,126.58,124.79,118.68,113.37,113.46,113.12,112.22,108.45,102.22,98.33,91.4,70.05,69.51,93.33
2021-07-26T23:41:43.000Z,21.52397,-155.5457,10,25.82,53.82,34.92,1023.08,0.024,657.45,1610.59,41.06,-0.07,75.68,91.45,100.33,100.14,86.19,77.71,68.61,66.19,62.87,7.72,2.21,2.1,1.93,1.61,1.39,0.29,0.08,0,0,0,0.13,1.472,1.444,1.143,1.105,0.551,0.343,0.222,0.193,0.175,0,0,0,0,0,0.006,0,0,0,0.005,0,0,93.95,110.85,124.98,125.6,126.09,126.66,126.74,126.28,125.12,118.74,113.71,113.9,113.56,111.97,108.72,102.13,98.28,92.09,69.99,69.22,93.11
2021-07-26T23:41:46.000Z,21.52397,-155.5457,11,25.81,53.82,34.92,1023.08,0.025,705.15,1606,44.04,-0.05,82.06,100.12,110.57,110.23,93.87,83.8,73.14,70.39,66.59,6.63,1.67,1.66,1.5,1.24,1,0.21,0,0,0,0,0,1.426,1.401,1.114,1.08,0.533,0.326,0.207,0.187,0.166,0,0,0.01,0,0,0.007,0,0,0,0,0,0,94.43,110.25,124.75,125,125.3,126.03,126.42,126.31,124.48,118.42,113.11,113.06,112.76,111.95,108.05,102.05,98.03,91.11,69.97,69.44,93.18
2021-07-26T23:41:51.000Z,21.52397,-155.5457,12,25.8,53.8,34.92,1023.09,0.035,735.96,1601.53,45.96,0.19,87,106.26,117.84,117.51,98.95,87.5,75.42,72.48,68.35,5.91,1.23,1.15,1.21,0.92,0.58,0.19,0,0,0,0,0,1.408,1.38,1.097,1.06,0.521,0.325,0.201,0.177,0.151,0.007,0,0,0.021,0,0,0.006,0,0,0.008,0,0,93.88,110.75,124.18,124.97,125.62,126.18,125.93,125.37,124.44,117.75,113.24,113.62,112.84,111.22,108.34,101.08,97.46,91.4,68.92,68.7,92.09
2021-07-26T23:41:53.000Z,21.52397,-155.5457,13,25.8,53.8,34.92,1023.1,0.029,622.36,1629.94,38.87,0.08,76.16,92.62,101.43,101.08,83.64,73.01,62.22,59.55,55.85,4.31,0.84,0.78,0.43,0.48,0.38,0.22,0,0,0,0,0,1.393,1.382,1.105,1.066,0.521,0.323,0.205,0.181,0.159,0.013,0,0,0,0,0.003,0,0,0,0.029,0,0,95.79,111.99,126.5,126.78,127.2,128,128.34,128.09,126.28,120.16,114.92,114.88,114.39,113.77,109.81,103.52,99.75,92.38,71.1,70.74,94.71
2021-07-26T23:41:56.000Z,21.52397,-155.5457,14,25.8,53.8,34.92,1023.1,0.027,568.52,1619.43,35.51,0.05,70.93,86.51,94.75,94.37,76.72,66.07,55.52,53,49.46,3.18,0.59,0.51,0.26,0.26,0.35,0.15,0,0,0,0,0,1.316,1.298,1.038,1.007,0.486,0.289,0.177,0.166,0.144,0,0,0,0,0,0,0,0,0,0,0,0,95.33,111.58,125.23,125.79,126.68,127.58,127.71,127.02,125.56,119.68,114.06,114.5,114.33,112.46,109.13,102.91,98.57,92.43,70.57,69.62,93.89
2021-07-26T23:42:00.000Z,21.52397,-155.5457,15,25.8,53.8,34.92,1023.1,0.035,533.9,1600.98,33.34,-0.02,68.1,83.12,90.4,89.99,72.03,61.38,50.92,48.35,44.99,2.46,0.53,0,0.18,0.26,0.22,0.13,0,0,0.2,0,0.13,1.294,1.291,1.033,0.999,0.473,0.284,0.178,0.154,0.135,0.012,0,0,0.004,0,0,0,0,0,0,0,0,94.55,110.28,124.07,124.44,124.96,125.96,126.16,125.71,124.1,117.94,112.8,112.94,112.65,111.38,107.92,101.5,97.67,91.14,69.4,69.03,92.47
2021-07-26T23:42:02.000Z,21.52397,-155.5457,16,25.8,53.8,34.92,1023.11,0.035,550.02,1619.27,34.35,-0.04,70.11,85.98,94.11,93.68,74.64,63.27,52.17,49.44,45.97,2.24,0.42,0,0.37,0.12,0.23,0,0,0,0,0,0,1.25,1.241,0.991,0.961,0.458,0.266,0.164,0.141,0.129,0.006,0,0,0,0,0,0,0,0.005,0,0,0,95.08,110.92,125.94,126.1,126.23,126.86,127.43,127.45,125.57,119.3,113.9,113.78,113.55,112.98,108.78,102.99,98.95,91.58,70.7,70.32,94.26
2021-07-26T23:42:06.000Z,21.52397,-155.5457,17,25.79,53.79,34.92,1023.12,0.03,570.39,1614.43,35.62,0.01,72.89,90.48,99.89,99.38,77.92,65.13,52.91,50.04,46.24,2,0.23,0.15,0,0.14,0,0,0,0,0,0,0,1.22,1.215,0.976,0.944,0.448,0.265,0.155,0.139,0.12,0,0,0,0,0,0,0,0,0,0,0,0,95.18,111.29,124.88,125.47,126.27,127.19,127.43,126.63,125.08,119.27,113.54,114.16,114.17,111.83,108.83,102.4,97.78,92.3,70.15,68.96,93.35
2021-07-26T23:42:10.000Z,21.52397,-155.5457,18,25.78,53.79,34.92,1023.12,0.034,562.88,1611.15,35.15,0.07,72.75,90.35,99.46,98.9,76.8,63.79,51.27,48.42,44.61,1.86,0.14,0.22,0,0.14,0,0,0,0,0,0,0,1.212,1.226,0.997,0.965,0.452,0.264,0.163,0.144,0.127,0,0,0.008,0,0,0,0,0,0,0,0,0,94.79,110.8,124.95,125.32,125.87,126.67,126.9,126.52,124.91,118.64,113.55,113.71,113.21,112.22,108.63,102.25,98.43,91.63,69.94,69.69,93.22
2021-07-26T23:42:19.000Z,21.52397,-155.5457,19,25.77,53.78,34.92,1023.13,0.038,522.99,1608.97,32.66,0.03,68.24,84.75,93.24,92.72,71.33,58.77,46.88,44.13,40.65,1.68,0.23,0.19,0,0.26,0.13,0,0,0,0,0.07,0,1.148,1.157,0.935,0.904,0.423,0.247,0.15,0.135,0.11,0,0,0,0.012,0.006,0,0,0,0,0,0,0,94.53,110.67,124.75,125.18,125.66,126.44,126.68,126.36,124.7,118.68,113.38,113.62,113.22,112,108.44,102.1,98.11,91.53,70.01,69.44,93.26
2021-07-26T23:42:26.000Z,21.52397,-155.5457,20,25.76,53.77,34.92,1023.14,0.036,503.16,1595.53,31.42,0.03,66.13,82.53,90.89,90.34,68.54,55.99,44.29,41.63,38.19,1.45,0,0.17,0,0.14,0.07,0,0,0,0,0,0,1.1,1.118,0.907,0.874,0.404,0.235,0.138,0.125,0.103,0,0,0,0,0.01,0,0,0,0,0,0,0,94.04,109.58,123.58,123.94,124.45,125.37,125.75,125.33,123.54,117.88,112.36,112.46,112.32,111.24,107.48,101.37,97.48,90.76,69.37,69,92.48
2021-07-26T23:42:29.000Z,21.52397,-155.5457,21,25.76,53.76,34.92,1023.14,0.036,493.29,1611.78,30.81,0.09,65.9,82.69,91.05,90.44,67.06,53.72,41.64,38.89,35.49,1.25,0.21,0.11,0.16,0.14,0,0,0,0,0,0,0,1.106,1.116,0.913,0.883,0.405,0.232,0.137,0.122,0.104,0,0,0,0,0.014,0.006,0.002,0.014,0,0,0,0,94.99,110.73,124.82,125.14,125.68,126.66,127.11,126.63,124.72,119.27,113.22,113.48,113.71,112.13,108.26,102.72,98.18,91.62,70.58,69.56,93.68
2021-07-26T23:42:33.000Z,21.52397,-155.5457,22,25.75,53.76,34.92,1023.15,0.032,447.89,1597.98,27.97,0.06,60.92,76.1,83.38,82.83,60.66,47.99,36.68,34.23,31.05,0.87,0.2,0.37,0.17,0.21,0,0,0,0,0,0.11,0,1.055,1.078,0.881,0.851,0.384,0.219,0.131,0.114,0.096,0.004,0,0,0.005,0,0,0,0,0,0,0,0,93.96,109.77,124.24,124.5,124.58,125.43,125.82,125.7,123.72,117.99,112.34,112.32,112.34,111.31,107.29,101.53,97.52,90.44,69.82,69.1,92.83
2021-07-26T23:42:35.000Z,21.52397,-155.5457,23,25.75,53.75,34.92,1023.16,0.036,422.45,1594.81,26.38,0.1,58.02,72.78,79.45,78.81,57.04,44.63,33.81,31.34,28.29,0.93,0.31,0.24,0.12,0,0,0,0,0,0,0.1,0,1.004,1.03,0.844,0.815,0.361,0.204,0.119,0.104,0.087,0.006,0,0.003,0,0,0,0.002,0,0,0,0.002,0,94.02,109.71,123.83,124.1,124.55,125.21,125.53,125.37,123.58,117.58,112.08,111.93,111.91,111.36,107.15,101.39,97.56,89.9,69.74,69.43,92.88
2021-07-26T23:42:37.000Z,21.52397,-155.5457,24,25.76,53.77,34.93,1023.16,0.036,387.42,1609.64,24.2,0.06,53.99,67.51,73.49,72.86,52.02,40.29,30.23,27.99,25.19,0.79,0.23,0,0.27,0,0.09,0,0.12,0,0.12,0,0,0.951,0.979,0.801,0.773,0.341,0.189,0.109,0.096,0.081,0.003,0,0.003,0.004,0.005,0,0,0,0,0,0.002,0,94.61,110.3,124.93,125.15,125.5,126.23,126.78,126.65,124.79,118.76,113.28,113.16,113.08,112.5,108.11,102.5,98.44,90.88,70.58,70,93.98
2021-07-26T23:42:39.000Z,21.52397,-155.5457,25,25.78,53.78,34.93,1023.16,0.031,365.74,1620.15,22.84,0.02,51.54,64.58,70.14,69.51,48.99,37.58,27.68,25.65,23,0.5,0,0,0.12,0.14,0,0,0,0,0,0,0,0.92,0.95,0.781,0.755,0.329,0.184,0.106,0.093,0.077,0,0,0,0.004,0,0,0,0,0,0,0,0,95.68,111.9,124.98,125.71,126.81,127.96,127.99,126.95,125.49,120.11,113.96,114.72,114.94,112.18,109.08,103.05,98.11,92.91,70.66,69.19,93.74
2021-07-26T23:42:41.000Z,21.52397,-155.5457,26,25.77,53.78,34.92,1023.16,0.036,356.69,1617.4,22.28,-0.05,50.67,64.06,69.5,68.79,47.35,35.86,25.93,23.87,21.32,0.55,0,0,0,0.09,0,0,0,0,0,0,0,0.902,0.935,0.774,0.748,0.325,0.18,0.099,0.089,0.074,0.004,0,0.004,0,0,0,0,0,0,0,0.005,0,95.39,111.38,125.23,125.67,126.41,127.4,127.52,126.95,125.24,119.52,113.85,114.21,114.34,112.27,108.95,102.68,98.2,92.38,70.56,69.41,93.66
2021-07-26T23:42:43.000Z,21.52397,-155.5457,27,25.77,53.78,34.92,1023.17,0.04,369.96,1597.47,23.1,0.02,52.18,66.43,72.56,71.8,49.32,37.12,26.69,24.6,21.91,0.67,0.16,0,0,0.12,0,0.03,0.27,0,0,0.11,0.15,0.851,0.885,0.732,0.709,0.303,0.165,0.09,0.082,0.07,0.002,0,0,0,0,0.004,0,0,0.003,0,0.003,0,93.65,110,124.12,124.57,124.84,125.56,125.72,125.49,123.96,117.75,112.47,112.54,112.24,111.2,107.58,101.22,97.48,90.73,69.34,69.08,92.52
2021-07-26T23:42:45.000Z,21.52397,-155.5457,28,25.77,53.78,34.93,1023.17,0.04,360.46,1593.66,22.51,0.08,50.85,64.86,70.99,70.25,48.12,35.93,25.83,23.75,21.14,0.54,0,0.23,0,0.12,0,0.06,0.17,0.24,0.06,0.17,0.04,0.819,0.858,0.712,0.689,0.293,0.161,0.09,0.08,0.072,0.006,0,0,0,0,0.008,0,0,0.007,0,0,0,93.65,109.8,123.56,124.05,124.52,125.42,125.54,125.13,123.65,117.59,112.14,112.48,112.32,110.79,107.34,101.03,97.06,90.73,69.28,68.49,92.15
2021-07-26T23:42:47.000Z,21.52397,-155.5457,29,25.77,53.78,34.92,1023.17,0.036,334.96,1609.35,20.92,-0.09,48.04,61.42,67,66.26,44.21,32.46,22.91,20.99,18.54,0.33,0,0,0,0,0,0.08,0,0.14,0,0,0,0.789,0.823,0.689,0.666,0.281,0.153,0.085,0.075,0.068,0,0,0.002,0,0.005,0.005,0,0,0,0,0.006,0.002,95.44,111.33,124.05,124.77,125.96,127.13,127.11,126.09,124.57,119.14,113.13,113.85,114.01,111.45,108.37,102.21,97.48,92.1,70.01,68.91,92.9
2021-07-26T23:42:50.000Z,21.52397,-155.5457,30,25.77,53.78,34.93,1023.18,0.035,366.64,1604.23,22.9,0.07,51.58,67.03,74.25,73.48,48.68,35.71,25.05,22.81,20.2,0.57,0,0,0,0,0,0,0,0,0,0,0,0.777,0.817,0.687,0.662,0.277,0.148,0.084,0.071,0.064,0,0,0,0,0.003,0,0,0,0.005,0,0,0.004,94.88,110.33,124.01,124.44,125.23,126.24,126.59,126,124.19,118.68,112.75,113.29,113.54,111.34,108.18,102.07,97.38,91.83,69.95,68.81,92.84
2021-07-26T23:42:52.000Z,21.52397,-155.5457,31,25.77,53.78,34.92,1023.18,0.032,342.58,1601.51,21.39,-0.01,48.7,62.97,69.61,68.9,45.32,32.96,23.04,20.9,18.49,0.55,0.11,0,0,0,0,0,0,0,0,0,0,0.746,0.787,0.664,0.64,0.271,0.145,0.08,0.071,0.059,0,0,0,0,0,0,0,0,0,0,0,0,93.49,110.53,124.58,125.28,125.59,125.82,125.69,125.57,124.6,117.31,113.43,113.38,111.95,111.7,108.53,100.95,98.27,91.25,68.74,69.41,92.15
2021-07-26T23:42:54.000Z,21.52397,-155.5457,32,25.77,53.78,34.92,1023.19,0.036,344.65,1599.86,21.52,0.13,48.79,63.8,70.75,70.01,45.55,32.77,22.51,20.38,17.97,0.41,0,0,0,0,0,0,0,0.04,0,0,0,0.721,0.764,0.648,0.624,0.264,0.141,0.078,0.069,0.055,0.004,0.003,0,0,0,0,0,0,0,0,0,0,94.06,110.56,123.72,124.42,125.3,126.02,126.19,125.41,124.2,118.02,112.81,113.35,112.99,111.01,108.03,101.24,97.31,91.65,69.07,68.5,92.25
2021-07-26T23:42:56.000Z,21.52397,-155.5457,33,25.76,53.77,34.92,1023.19,0.037,308.1,1622.38,19.24,0,44.31,57.91,63.77,63.02,40.15,28.46,19.25,17.29,15.28,0.5,0.13,0,0,0,0,0.15,0,0,0.11,0,0.16,0.69,0.734,0.627,0.606,0.247,0.132,0.073,0.064,0.052,0.004,0,0,0.009,0,0,0,0,0,0.005,0,0,95.54,111.85,125.42,125.94,126.86,127.81,128.03,127.31,125.6,120.07,114,114.4,114.66,112.66,109.2,103.3,98.55,92.37,70.95,69.73,94.35
2021-07-26T23:42:58.000Z,21.52397,-155.5457,34,25.77,53.78,34.92,1023.2,0.043,307.13,1618.37,19.18,0.07,44.31,57.97,64.25,63.43,40.02,28.11,18.78,16.99,14.83,0.46,0.2,0,0,0,0,0,0,0,0,0,0.11,0.67,0.721,0.615,0.592,0.24,0.131,0.072,0.061,0.05,0.009,0,0,0.005,0.004,0.003,0,0.003,0,0.007,0,0,95.55,110.62,125.49,125.5,125.74,126.84,127.63,127.57,125.11,119.83,113.65,113.56,113.81,113.02,108.59,103.39,98.84,91.5,71.34,70.36,94.78
2021-07-26T23:43:00.000Z,21.52397,-155.5457,35,25.76,53.78,34.92,1023.2,0.036,283.31,1605.23,17.69,0,41.58,53.96,59.43,58.73,36.69,25.41,16.84,15.25,13.15,0.3,0,0,0,0,0,0,0,0,0,0,0,0.622,0.672,0.578,0.556,0.223,0.122,0.066,0.057,0.047,0.006,0,0,0.002,0.004,0.002,0,0,0,0.004,0,0.003,95.06,110.23,124.19,124.46,125.12,126.16,126.82,126.3,124.17,119.07,112.4,112.77,113.36,111.36,107.62,102.39,97.42,91.1,70.53,68.97,93.49
2021-07-26T23:43:02.000Z,21.52397,-155.5457,36,25.74,53.74,34.92,1023.21,0.038,283.35,1601.09,17.7,0.01,41.32,54.4,60,59.28,36.41,25.03,16.49,14.79,12.72,0.36,0,0,0,0.16,0,0,0.14,0.15,0,0,0,0.6,0.658,0.568,0.548,0.219,0.118,0.066,0.055,0.047,0.002,0,0,0.003,0,0,0,0,0,0.006,0,0.004,94.92,110.82,123.56,124.3,125.47,126.47,126.51,125.46,124.04,118.48,112.6,113.28,113.31,110.7,107.81,101.48,96.93,91.78,69.37,68.3,92.35
2021-07-26T23:43:04.000Z,21.52397,-155.5457,37,25.72,53.72,34.92,1023.22,0.041,281.1,1605.58,17.56,0.17,40.36,52.99,58.48,57.69,35.04,23.83,15.56,14.07,12.09,1.36,1.12,1.09,1.14,1.23,1.08,1.16,1.24,1.3,1.13,1.38,1.49,0.566,0.618,0.538,0.521,0.205,0.107,0.057,0.051,0.047,0,0,0.003,0.005,0,0.003,0,0.003,0,0,0.004,0,94.67,110.77,124.25,124.83,125.61,126.52,126.6,125.85,124.42,118.66,112.99,113.4,113.48,111.38,108.15,101.97,97.59,91.84,69.74,68.72,92.89
2021-07-26T23:43:06.000Z,21.52397,-155.5457,38,25.71,53.72,34.92,1023.23,0.036,238.17,1611.54,14.87,-0.07,35.52,46.74,51.04,50.3,29.99,20.1,12.87,11.53,9.85,0.51,0,0,0,0,0,0,0,0,0,0,0,0.531,0.581,0.513,0.495,0.193,0.1,0.052,0.047,0.043,0,0,0.008,0,0,0.004,0,0.002,0.003,0,0,0,94.7,110.48,125.23,125.37,125.51,126.33,126.9,126.84,124.8,118.92,113.1,113.03,113.1,112.39,108.16,102.66,98.3,90.95,70.78,69.97,94.09
2021-07-26T23:43:08.000Z,21.52397,-155.5457,39,25.71,53.71,34.92,1023.24,0.036,254.43,1607.84,15.89,0.04,37.47,50.01,55.35,54.59,32.23,21.39,13.58,12.02,10.3,0.29,0,0,0,0,0,0,0,0,0,0,0,0.519,0.572,0.507,0.489,0.191,0.099,0.051,0.046,0.038,0.002,0,0,0,0,0.005,0.004,0,0,0,0,0,94.39,110.98,124.74,125.38,125.85,126.53,126.48,126.04,124.83,118.41,113.41,113.48,112.93,111.9,108.44,101.8,98.21,91.35,69.96,69.5,93.06
2021-07-26T23:43:10.000Z,21.52397,-155.5457,40,25.7,53.71,34.92,1023.24,0.04,242.63,1599.12,15.15,0.06,35.87,47.87,52.99,52.24,30.56,20.06,12.6,11.2,9.52,0.27,0.07,0.06,0,0,0,0,0,0,0,0.07,0,0.515,0.573,0.511,0.491,0.19,0.1,0.053,0.046,0.038,0.002,0,0,0,0.003,0.003,0,0,0,0.005,0,0,94.5,110.42,123.72,124.33,125.06,126.11,126.12,125.37,123.87,118.23,112.35,112.88,113.02,110.75,107.62,101.58,96.94,91.31,69.74,68.38,92.55
2021-07-26T23:43:12.000Z,21.52397,-155.5457,41,25.7,53.71,34.92,1023.25,0.048,230.04,1603.44,14.37,0.07,34.07,45.62,50.52,49.79,28.9,18.78,11.68,10.36,8.8,0.26,0,0.05,0,0.04,0,0,0,0.11,0,0.13,0,0.475,0.527,0.472,0.455,0.176,0.093,0.049,0.044,0.036,0.008,0.002,0,0.008,0.004,0.007,0.005,0.011,0,0.008,0,0.007,93.95,110.86,124.27,125.07,125.86,126.26,126.21,125.54,124.69,118.05,113.21,113.77,113.17,111.09,108.47,101.36,97.34,91.92,69.22,68.56,92.19
2021-07-26T23:43:15.000Z,21.52397,-155.5457,42,25.7,53.71,34.92,1023.25,0.042,215.46,1618.2,13.46,0,32.24,43.27,47.86,47.11,26.73,17.08,10.38,9.17,7.73,0.24,0,0,0,0.05,0,0,0,0,0,0.09,0,0.453,0.504,0.454,0.44,0.173,0.086,0.043,0.042,0.036,0.006,0.003,0.005,0.006,0,0.005,0.003,0.011,0.004,0,0.009,0.004,95.71,111.3,125.26,125.57,126.15,127.18,127.69,127.22,125.21,119.76,113.45,113.73,114.05,112.37,108.47,103.18,98.45,91.7,71.11,69.73,94.2
2021-07-26T23:43:17.000Z,21.52397,-155.5457,43,25.7,53.71,34.92,1023.26,0.048,215.85,1621.25,13.48,0.05,32,43.3,48.3,47.55,26.69,16.99,10.3,9.01,7.59,0.36,0.13,0,0,0.07,0.07,0,0,0,0.11,0,0.02,0.433,0.487,0.443,0.428,0.167,0.082,0.041,0.04,0.033,0.004,0.003,0.002,0.003,0.001,0.004,0,0.006,0,0,0.003,0,95.09,111.12,126.03,126.15,126.26,126.99,127.49,127.59,125.69,119.48,114.02,113.67,113.57,113.39,108.93,103.1,99.39,91.3,71.13,70.69,94.67
2021-07-26T23:43:19.000Z,21.52397,-155.5457,44,25.7,53.71,34.92,1023.26,0.051,203.76,1612.6,12.73,0.02,30.3,41.02,45.78,45.08,25.12,15.84,9.55,8.35,7.07,0.29,0.1,0.07,0.04,0,0.07,0,0,0,0.15,0,0,0.408,0.46,0.42,0.404,0.156,0.077,0.041,0.036,0.031,0.002,0,0,0.001,0.002,0.002,0,0,0,0,0,0,95.08,111.19,124.9,125.4,126,126.97,127.12,126.53,124.93,118.92,113.54,113.93,113.77,111.99,108.75,102.02,98.09,92.23,69.84,69.15,93.03
2021-07-26T23:43:20.000Z,21.52397,-155.5457,45,25.7,53.71,34.92,1023.27,0.066,199.4,1609.97,12.45,0.04,29.67,40.45,45.19,44.47,24.38,15.21,9.05,7.86,6.68,0.32,0.06,0,0,0,0,0,0,0,0.1,0,0,0.392,0.444,0.411,0.396,0.15,0.074,0.039,0.034,0.029,0,0,0,0,0.003,0,0,0,0,0.002,0,0.002,94.84,110.56,125.03,125.32,125.6,126.38,126.83,126.54,124.72,118.78,113.37,113.32,113.15,112.2,108.25,102.34,98.29,91.3,70.23,69.71,93.37
2021-07-26T23:43:23.000Z,21.52397,-155.5457,46,25.7,53.71,34.92,1023.27,0.049,191.11,1612.13,11.94,0.15,28.57,39.02,43.52,42.82,23.22,14.29,8.41,7.36,6.16,0.19,0.06,0,0,0,0,0,0,0,0.07,0,0.05,0.366,0.416,0.387,0.374,0.139,0.067,0.036,0.032,0.027,0,0,0.002,0,0.002,0,0,0,0.001,0,0,0.002,94.93,111.35,124.58,125.33,126.28,127.21,127.21,126.34,125.06,118.95,113.66,114.27,114.06,111.69,108.98,101.96,97.83,92.61,69.42,68.73,92.57
2021-07-26T23:43:25.000Z,21.52397,-155.5457,47,25.69,53.71,34.92,1023.28,0.058,165.65,1618.05,10.35,-0.09,25.29,34.26,37.87,37.24,19.83,11.97,6.88,6.06,4.99,0.05,0,0.04,0,0,0.06,0,0,0,0,0,0,0.348,0.401,0.378,0.365,0.136,0.065,0.034,0.03,0.026,0,0,0,0,0.002,0,0,0.001,0,0,0,0,95.81,111.39,124.95,125.27,126.13,127.42,127.83,127.19,125.1,119.9,113.3,113.79,114.33,112.36,108.52,103.23,98.13,92.03,70.97,69.55,94.31
2021-07-26T23:43:27.000Z,21.52397,-155.5457,48,25.69,53.7,34.92,1023.28,0.067,180.47,1609.56,11.27,0.14,26.82,37.15,41.88,41.19,21.74,13.07,7.49,6.54,5.42,0.12,0.09,0,0,0,0,0,0,0,0,0,0,0.319,0.368,0.349,0.337,0.125,0.057,0.031,0.029,0.023,0,0,0.001,0,0.004,0,0,0.001,0,0,0.003,0,94.45,111.13,124.79,125.41,126.02,126.63,126.64,126.22,124.96,118.31,113.64,113.88,113.12,111.99,108.81,101.73,98.18,91.99,69.43,69.3,92.65
2021-07-26T23:43:29.000Z,21.52397,-155.5457,49,25.68,53.7,34.92,1023.29,0.067,156.2,1601.34,9.76,0,23.7,32.55,36.22,35.6,18.55,10.92,6.18,5.36,4.46,0.17,0,0,0,0,0,0,0,0,0,0,0.08,0.303,0.356,0.34,0.328,0.119,0.058,0.03,0.027,0.021,0.003,0,0,0,0.004,0.001,0,0,0,0,0,0,94.48,110.18,124.16,124.52,125.09,125.91,126.21,125.79,124.07,118.21,112.51,112.91,112.92,111.12,107.77,101.65,97.26,91.27,69.76,68.54,92.62
2021-07-26T23:43:31.000Z,21.52397,-155.5457,50,25.68,53.69,34.92,1023.29,0.067,156.33,1604.99,9.76,0.01,23.53,32.53,36.43,35.76,18.57,10.92,6.13,5.33,4.39,0.14,0,0,0.1,0.02,0,0,0.04,0,0,0,0.05,0.291,0.342,0.329,0.316,0.114,0.058,0.03,0.026,0.02,0.003,0.001,0,0.001,0.003,0.001,0.001,0,0,0.003,0,0,94.41,110.53,124.6,124.91,125.38,126.22,126.49,126.15,124.38,118.48,112.72,113.09,113.2,111.42,107.9,101.99,97.43,91.25,69.74,68.74,93.04
2021-07-26T23:43:33.000Z,21.52397,-155.5457,51,25.67,53.68,34.92,1023.3,0.073,156.11,1615.56,9.75,0.08,23.32,32.47,36.74,36.06,18.5,10.8,6,5.23,4.29,0.15,0,0.05,0.12,0.04,0,0,0.04,0,0,0,0.13,0.281,0.333,0.323,0.311,0.113,0.056,0.029,0.025,0.02,0.005,0,0,0,0.002,0.003,0.002,0,0,0.002,0,0.001,94.35,111.26,125.67,126.21,126.42,126.82,126.91,126.77,125.52,118.73,114.2,114.05,113.21,112.72,109.08,102.25,98.99,91.7,69.77,70.02,93.49
2021-07-26T23:43:35.000Z,21.52397,-155.5457,52,25.66,53.67,34.92,1023.31,0.083,143.96,1609.29,8.99,0.01,21.63,30.16,34.02,33.39,16.92,9.71,5.35,4.63,3.78,0.14,0,0,0,0,0.05,0.12,0,0.08,0,0.06,0.1,0.264,0.316,0.311,0.299,0.109,0.053,0.027,0.024,0.019,0.003,0.001,0,0.002,0.002,0.002,0,0,0,0.001,0,0,94.39,110.75,124.97,125.41,125.69,126.43,126.61,126.39,124.74,118.56,113.37,113.22,112.81,112.33,108.34,102.14,98.47,90.96,70.18,69.94,93.6
