time,lat,lon,depth,station,profile,temp,cond,sal,dens,flu,par_z,par_surface,light_level,kpar,ed412,ed442,ed488,ed490,ed510,ed530,ed550,ed554,ed560,ed620,ed664,ed666,ed670,ed678,ed682,ed708,ed748,ed754,ed760,ed764,ed778,lu412,lu442,lu488,lu490,lu510,lu530,lu550,lu554,lu560,lu620,lu664,lu666,lu670,lu678,lu682,lu708,lu748,lu754,lu760,lu764,lu778,es412,es442,es488,es490,es510,es530,es550,es554,es560,es620,es664,es666,es670,es678,es682,es708,es748,es754,es760,es764,es778
2023-01-28T22:07:55.000Z,19.3316,-138.7118,4,2,1,23.6,50.77,34.36,1023.29,0.016,1039.55,1585.42,66.64,0.13,102.98,116.71,129.35,129.05,118.93,111.84,104.67,102.95,99.81,35.9,20.6,20.13,19.17,17.33,16.1,4.91,0.4,0.4,0.43,0.34,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.7,110.55,123.33,123.86,123.84,124.87,125.47,125.06,123.53,115.78,110.87,111.55,111.65,110.57,107.68,99.36,95.69,88.88,66,64.6,90.46
2023-01-28T22:07:58.000Z,19.3316,-138.7118,5,2,1,23.59,50.76,34.37,1023.31,0.024,876.52,1529.57,56.19,0.06,91.8,103.4,113.68,113.33,103.18,96,88.99,87.26,84.34,26.04,13.8,13.45,12.78,11.25,10.39,2.98,0.38,0.34,0.39,0.28,0.26,2.477,2.246,1.638,1.582,0.785,0.505,0.329,0.299,0.263,0.019,0.006,0.005,0.005,0.007,0.006,0.002,0,0,0,0.002,0,91.75,106.87,119.11,119.59,119.54,120.4,121.08,120.65,119.13,111.73,106.83,107.49,107.5,106.42,103.69,95.77,92.12,85.66,63.69,62.27,87.09
2023-01-28T22:08:01.000Z,19.3316,-138.7118,6,2,1,23.55,50.75,34.39,1023.34,0.024,827.42,1530.55,53.04,0.12,91.81,103.63,114.12,113.74,101.62,93.35,85.14,83.21,80,18.84,8.74,8.21,7.76,6.72,5.94,1.46,0.15,0.33,0.33,0.31,0.28,2.492,2.264,1.653,1.598,0.79,0.508,0.327,0.298,0.259,0.016,0.005,0.006,0.006,0.008,0.007,0.003,0,0,0,0.001,0,91.67,106.81,119.15,119.6,119.5,120.5,121.15,120.69,119.19,111.86,107.05,107.63,107.61,106.57,103.87,95.83,92.3,85.76,63.88,62.32,87.27
2023-01-28T22:08:04.000Z,19.3316,-138.7118,7,2,1,23.55,50.76,34.39,1023.34,0.024,770.8,1610.56,49.41,0,88.67,100.55,110.75,110.32,97.29,88.35,79.64,77.53,74.13,13.95,5.79,5.55,5.03,4.44,3.91,0.85,0.22,0.2,0.28,0.19,0,2.409,2.191,1.593,1.539,0.745,0.471,0.3,0.272,0.238,0.013,0.004,0.005,0.007,0.008,0.007,0.002,0,0.002,0,0.002,0,95.57,111.87,125.07,125.59,125.65,126.8,127.55,127.12,125.55,118.02,112.93,113.5,113.64,112.43,109.54,101.13,97.37,90.58,67.35,65.77,92.17
2023-01-28T22:08:06.000Z,19.3316,-138.7118,8,2,1,23.47,50.72,34.43,1023.4,0.024,757.78,1583.89,48.58,0.1,90.18,103.05,113.84,113.27,98.3,88.09,78.01,75.62,71.98,10.2,3.63,3.4,3.07,2.64,2.41,0.31,0.15,0.17,0,0.22,0,2.362,2.15,1.561,1.507,0.721,0.451,0.284,0.255,0.223,0.012,0.005,0.005,0.005,0.006,0.005,0.002,0,0,0,0,0,94.51,110.41,123.14,123.61,123.82,124.68,125.39,124.94,123.37,115.82,110.86,111.39,111.52,110.31,107.54,99.27,95.59,88.88,66.08,64.55,90.47
2023-01-28T22:08:09.000Z,19.3316,-138.7118,9,2,1,23.4,50.7,34.46,1023.45,0.02,673.34,1559.84,43.17,-0.04,81.08,92.52,102.14,101.61,87.85,78.2,68.95,66.82,63.55,8.49,2.93,2.78,2.59,2.08,1.77,0.37,0.11,0.14,0,0,0,2.226,2.031,1.469,1.417,0.665,0.412,0.257,0.231,0.2,0.01,0.005,0.005,0.003,0.006,0.004,0.002,0,0,0,0,0,93.35,108.83,121.33,121.8,121.95,122.77,123.44,123.04,121.51,114.01,109.06,109.67,109.78,108.61,105.68,97.75,94.03,87.48,64.93,63.45,88.91
2023-01-28T22:08:12.000Z,19.3316,-138.7118,10,2,1,23.32,50.67,34.5,1023.51,0.023,695,1540.89,44.55,0.02,86.96,99.67,110.17,109.55,92.57,80.8,69.79,67.23,63.46,6.09,1.89,1.86,1.38,1.11,0.96,0.3,0,0,0.13,0,0,2.231,2.04,1.474,1.421,0.662,0.408,0.252,0.227,0.196,0.011,0.003,0.005,0.004,0.005,0.005,0.001,0,0,0,0,0,92.31,107.6,119.95,120.4,120.42,121.37,121.9,121.51,120.02,112.61,107.71,108.24,108.38,107.28,104.5,96.49,92.87,86.31,64.09,62.7,87.68
2023-01-28T22:08:14.000Z,19.3316,-138.7118,11,2,1,23.17,50.62,34.58,1023.61,0.024,687.61,1556.29,44.08,0.17,85.35,98.71,109.87,109.26,91.98,80.19,69.21,66.6,62.85,5.7,1.75,1.55,1.45,1.2,0.93,0.21,0,0,0,0,0,2.169,1.988,1.435,1.384,0.635,0.387,0.237,0.211,0.183,0.01,0.001,0.002,0.005,0.004,0.004,0.003,0.002,0,0.001,0.002,0,92.98,108.5,121.02,121.51,121.5,122.45,123.17,122.76,121.22,113.85,108.91,109.6,109.63,108.55,105.77,97.57,93.97,87.3,64.91,63.45,88.82
2023-01-28T22:08:16.000Z,19.3316,-138.7118,12,2,1,23.04,50.59,34.66,1023.72,0.024,594.03,1592.24,38.08,0.11,77.36,89.33,98.42,97.72,80,68.26,57.4,54.94,51.46,3.41,0.92,0.8,0.81,0.53,0.44,0,0,0,0,0,0,2.153,1.982,1.433,1.381,0.628,0.38,0.23,0.206,0.177,0.009,0.004,0.003,0.005,0.005,0.006,0.002,0.002,0,0,0,0,94.8,110.77,123.79,124.32,124.28,125.35,126.02,125.57,124.06,116.53,111.63,112.2,112.26,111.11,108.28,99.94,96.28,89.38,66.41,64.91,91.04
2023-01-28T22:08:18.000Z,19.3316,-138.7118,13,2,1,23.03,50.58,34.66,1023.73,0.024,536.67,1608.55,34.4,-0.09,71.42,81.66,89.44,88.77,71.85,60.64,50.56,48.34,45.06,3.1,1.18,1.15,1.07,0.9,0.86,0.58,0.53,0.48,0.52,0.45,0.58,2.074,1.91,1.377,1.326,0.595,0.356,0.213,0.19,0.163,0.007,0.002,0.002,0.005,0.003,0.005,0.002,0,0.002,0.001,0,0,95.77,111.91,125.05,125.62,125.71,126.64,127.36,126.95,125.3,117.73,112.74,113.38,113.41,112.15,109.26,100.87,97,90.28,66.98,65.53,91.84
2023-01-28T22:08:21.000Z,19.3316,-138.7118,14,2,1,23.02,50.59,34.67,1023.74,0.024,577.36,1586.29,37.01,0.07,76.79,89.43,98.98,98.24,78.51,65.45,53.85,51.34,47.57,2.4,0.68,0.59,0.49,0.41,0.34,0.23,0.14,0.14,0,0,0,2.062,1.904,1.374,1.324,0.593,0.355,0.212,0.189,0.162,0.008,0.004,0.004,0.004,0.004,0.006,0.002,0,0,0.001,0.002,0.001,94.66,110.57,123.42,123.94,123.88,124.81,125.6,125.16,123.56,116.03,110.93,111.6,111.73,110.55,107.66,99.47,95.65,88.98,66.11,64.53,90.45
2023-01-28T22:08:23.000Z,19.3316,-138.7118,15,2,1,23.01,50.58,34.67,1023.75,0.024,529.14,1556.56,33.92,0.03,71.6,83.15,91.69,90.91,71.87,59.39,48.38,45.99,42.57,1.99,0.48,0.47,0.47,0.37,0.28,0.15,0.04,0.09,0.13,0,0,1.927,1.782,1.281,1.233,0.537,0.315,0.186,0.167,0.142,0.008,0.002,0.003,0.004,0.005,0.005,0,0,0,0,0,0,93.07,108.54,121.16,121.63,121.55,122.58,123.22,122.8,121.26,113.74,108.85,109.46,109.48,108.38,105.56,97.46,93.94,87.22,64.87,63.36,88.82
2023-01-28T22:08:26.000Z,19.3316,-138.7118,16,2,1,22.98,50.56,34.69,1023.77,0.036,518.7,1567.61,33.25,0.09,71.83,83.41,91.41,90.62,70.34,57.23,45.87,43.41,39.92,1.65,0.38,0.39,0.31,0.25,0.24,0.12,0.04,0.07,0,0.08,0.05,1.936,1.794,1.292,1.244,0.542,0.316,0.185,0.164,0.139,0.007,0.003,0.003,0.005,0.006,0.004,0,0,0,0,0,0,93.76,109.41,121.96,122.45,122.45,123.42,124,123.63,122.16,114.5,109.59,110.19,110.27,109.22,106.32,98.24,94.58,87.86,65.26,63.79,89.38
2023-01-28T22:08:28.000Z,19.3316,-138.7118,17,2,1,22.9,50.54,34.73,1023.83,0.038,483.83,1600.12,31.02,-0.06,68.45,79.42,86.72,85.9,65.42,52.41,41.34,38.91,35.63,1.3,0.28,0.24,0.24,0.19,0.21,0.07,0.03,0.08,0,0,0.07,1.837,1.702,1.22,1.173,0.498,0.289,0.168,0.148,0.125,0.005,0.005,0.004,0.002,0.005,0.004,0,0,0,0,0,0,95.32,111.45,124.43,124.91,124.92,126,126.67,126.26,124.66,117.02,112.03,112.62,112.75,111.59,108.75,100.42,96.56,89.76,66.71,65.15,91.45
2023-01-28T22:08:31.000Z,19.3316,-138.7118,18,2,1,22.89,50.53,34.73,1023.84,0.025,518.63,1621.23,33.25,0.07,73.12,85.61,94.12,93.21,70.48,56.03,43.78,41.18,37.58,1.24,0.32,0.24,0.18,0.17,0.19,0.11,0.1,0.07,0,0,0.07,1.801,1.678,1.203,1.156,0.484,0.278,0.161,0.141,0.121,0.006,0.004,0.004,0.004,0.004,0.005,0.002,0,0,0,0,0,96.41,112.75,126,126.51,126.56,127.7,128.36,127.93,126.32,118.73,113.61,114.23,114.36,113.11,110.23,101.79,97.95,91.12,67.72,66.18,92.7
2023-01-28T22:08:34.000Z,19.3316,-138.7118,19,2,1,22.87,50.52,34.74,1023.86,0.024,478.49,1604.77,30.67,0.11,69.18,80.59,87.78,86.89,64.57,50.57,38.95,36.57,33.15,1.05,0.29,0.17,0.08,0.14,0.15,0,0,0,0.05,0.04,0.1,1.762,1.645,1.182,1.136,0.476,0.271,0.157,0.137,0.117,0.006,0.003,0.003,0.003,0.004,0.004,0.002,0,0,0,0,0,95.61,111.7,124.77,125.31,125.31,126.36,127.01,126.65,125.05,117.28,112.35,112.94,113.04,111.93,109.03,100.71,96.91,90.19,66.98,65.53,91.76
2023-01-28T22:08:37.000Z,19.3316,-138.7118,20,2,1,22.84,50.51,34.75,1023.88,0.024,426.28,1599.18,27.33,0.01,63.36,73.37,79.1,78.21,56.97,43.89,33.24,31.07,27.97,0.86,0.29,0.21,0.13,0.16,0.16,0,0.08,0.08,0,0,0,1.724,1.615,1.16,1.114,0.46,0.261,0.149,0.131,0.11,0.004,0.001,0.001,0.002,0.003,0.003,0.002,0,0,0,0,0,95.35,111.39,124.26,124.73,124.85,125.84,126.56,126.17,124.57,116.93,112.04,112.68,112.88,111.56,108.68,100.36,96.61,89.86,66.8,65.29,91.33
2023-01-28T22:08:39.000Z,19.3316,-138.7118,21,2,1,22.81,50.5,34.77,1023.91,0.022,428.08,1627.48,27.44,0.07,64.14,74.64,80.61,79.67,57.1,43.34,32.37,30.14,27.01,0.75,0.24,0.2,0.16,0.15,0.17,0,0,0,0,0,0,1.665,1.565,1.124,1.079,0.44,0.245,0.139,0.121,0.104,0.005,0.001,0.001,0.002,0.004,0.002,0.001,0,0,0,0,0.001,96.83,113.16,126.44,126.95,127.04,128.09,128.83,128.41,126.78,119.11,114.09,114.74,114.78,113.55,110.67,102.26,98.33,91.45,68,66.45,93.11
2023-01-28T22:08:44.000Z,19.3316,-138.7118,22,2,1,22.79,50.5,34.78,1023.92,0.024,393.78,1606.96,25.24,-0.02,60.02,69.43,74.47,73.58,52.21,39.28,29.04,26.98,24.13,0.68,0.21,0.21,0.09,0.14,0.14,0,0,0,0,0,0,1.606,1.515,1.085,1.043,0.421,0.231,0.13,0.114,0.097,0.007,0.001,0.002,0,0.003,0.003,0,0.001,0.002,0,0,0,95.59,111.79,124.98,125.47,125.46,126.54,127.25,126.79,125.18,117.58,112.59,113.16,113.31,112.08,109.24,100.91,97.06,90.21,67.13,65.59,91.86
2023-01-28T22:08:52.000Z,19.3316,-138.7118,23,2,1,22.79,50.53,34.81,1023.95,0.023,380.75,1530.01,24.41,-0.05,58.81,68.2,72.99,72.06,50.17,37.12,27,24.96,22.22,0.61,0.13,0.14,0.08,0.07,0.05,0,0,0,0.06,0,0,1.563,1.477,1.059,1.016,0.404,0.222,0.124,0.109,0.093,0.004,0.002,0.003,0.003,0.004,0.004,0,0,0,0,0,0,91.84,107.07,119.25,119.73,119.65,120.59,121.15,120.77,119.21,111.72,106.78,107.38,107.47,106.25,103.49,95.55,91.95,85.42,63.43,61.99,86.88
2023-01-28T22:09:01.000Z,19.3316,-138.7118,24,2,1,22.79,50.59,34.85,1023.99,0.022,360.27,1382.04,23.1,0.29,56.26,65.34,69.73,68.82,47.19,34.48,24.79,22.86,20.21,0.53,0.21,0.17,0,0.07,0.1,0,0,0.03,0,0,0,1.448,1.367,0.974,0.934,0.364,0.197,0.108,0.095,0.08,0.003,0.002,0,0.003,0.003,0.002,0.001,0,0,0.001,0,0,84.41,97.79,108.28,108.68,108.4,109.02,109.39,108.97,107.51,100.39,95.75,96.31,96.3,95.25,92.76,85.52,82.15,76.19,56.52,55.23,77.47
2023-01-28T22:09:05.000Z,19.3316,-138.7118,25,2,1,22.78,50.64,34.9,1024.03,0.02,318.65,1637.8,20.43,0.02,50.75,58.6,61.92,61.08,41.32,29.86,21.17,19.5,17.21,0.49,0.12,0.12,0,0,0,0,0,0,0,0,0.05,1.337,1.26,0.895,0.858,0.33,0.178,0.098,0.085,0.073,0.004,0,0,0,0.003,0.003,0,0.002,0,0,0,0,96.64,113.28,127,127.52,127.68,128.89,129.73,129.32,127.76,120.24,115.11,115.77,115.86,114.7,111.73,103.19,99.29,92.26,68.68,67.04,93.95
2023-01-28T22:09:09.000Z,19.3316,-138.7118,26,2,1,22.77,50.66,34.92,1024.05,0.018,313.01,1635.37,20.07,-0.09,50.47,58.42,61.79,60.89,40.32,28.52,19.9,18.24,15.97,0.42,0.1,0.06,0.06,0.07,0,0,0,0,0,0,0,1.238,1.166,0.824,0.79,0.301,0.162,0.088,0.077,0.066,0.003,0,0,0,0.002,0.002,0,0,0,0,0,0,96.38,112.96,126.67,127.19,127.41,128.6,129.51,129.11,127.52,120.08,115.17,115.81,115.93,114.69,111.7,103.34,99.54,92.53,68.94,67.28,94.29
2023-01-28T22:09:15.000Z,19.3316,-138.7118,27,2,1,22.78,50.73,34.97,1024.1,0.023,330.8,1584.56,21.21,0.02,53,61.71,65.6,64.65,42.65,30.11,20.9,19.11,16.74,0.46,0.18,0.2,0.11,0.06,0,0,0,0,0,0.06,0.04,1.262,1.192,0.849,0.813,0.313,0.168,0.093,0.081,0.068,0,0.002,0,0,0.002,0.002,0,0,0,0,0,0,93.62,109.55,122.8,123.3,123.51,124.64,125.39,125.04,123.48,116.12,111.4,112,112.18,111.07,108.21,100.04,96.34,89.58,66.65,65.11,91.25
2023-01-28T22:09:18.000Z,19.3316,-138.7118,28,2,1,22.77,50.75,34.99,1024.11,0.024,333.12,1626.48,21.36,0.1,53.43,62.71,66.91,65.91,42.84,29.77,20.43,18.61,16.23,0.41,0.14,0.16,0.1,0,0,0,0,0,0,0,0,1.305,1.247,0.894,0.857,0.328,0.171,0.093,0.082,0.07,0,0.002,0.002,0.002,0.003,0.002,0,0.002,0,0.002,0.002,0,96.23,112.62,126.09,126.65,126.78,127.95,128.71,128.3,126.7,119.32,114.42,115.03,115.06,113.91,110.99,102.61,98.79,91.87,68.27,66.69,93.55
2023-01-28T22:09:21.000Z,19.3316,-138.7118,29,2,1,22.76,50.75,35,1024.13,0.024,302.92,1627.16,19.42,-0.02,49.6,58.03,61.37,60.38,38.43,26.25,17.59,15.97,13.82,0.37,0.16,0.15,0.1,0.1,0.02,0,0,0.06,0,0,0,1.254,1.206,0.865,0.828,0.307,0.16,0.085,0.075,0.063,0.002,0,0,0,0.003,0.003,0.002,0,0,0,0,0.002,96.19,112.63,126.14,126.67,126.81,128.03,128.82,128.42,126.85,119.38,114.44,115.07,115.13,114,111.01,102.55,98.92,91.84,68.28,66.77,93.52
2023-01-28T22:09:26.000Z,19.3316,-138.7118,30,2,1,22.74,50.74,35,1024.14,0.025,302.31,1597.61,19.38,0.03,49.47,58.04,61.61,60.61,38.36,26,17.31,15.65,13.54,0.39,0.12,0.11,0.1,0.11,0.11,0,0,0,0,0,0,1.222,1.179,0.849,0.813,0.299,0.156,0.084,0.072,0.061,0.002,0,0.002,0,0.003,0.003,0,0,0,0,0,0,94.98,111.04,124.16,124.66,124.72,125.8,126.46,126.07,124.46,116.98,111.93,112.56,112.63,111.52,108.65,100.24,96.59,89.76,66.71,65.2,91.4
2023-01-28T22:09:30.000Z,19.3316,-138.7118,31,2,1,22.72,50.73,35.01,1024.16,0.029,287.24,1569.63,18.41,0.08,47.37,55.75,59.04,58.06,36.17,24.17,15.91,14.36,12.34,0.37,0.03,0,0,0,0,0,0,0,0,0,0,1.187,1.151,0.829,0.795,0.292,0.151,0.082,0.071,0.06,0.003,0.003,0.003,0.001,0.003,0.004,0,0,0,0.001,0,0,93.5,109.29,122.06,122.49,122.58,123.55,124.19,123.85,122.26,114.82,109.95,110.56,110.62,109.48,106.69,98.5,94.85,88.14,65.5,64.03,89.7
2023-01-28T22:09:33.000Z,19.3316,-138.7118,32,2,1,22.71,50.71,35.01,1024.16,0.024,273.48,1619.67,17.53,0,45.4,53.69,56.66,55.67,34.09,22.39,14.51,13.04,11.16,0.33,0.13,0.11,0.1,0.05,0,0,0,0,0,0,0,1.145,1.113,0.802,0.768,0.276,0.142,0.076,0.066,0.054,0.004,0.002,0.002,0.002,0.003,0.002,0,0,0,0,0.002,0.001,96.2,112.53,125.79,126.31,126.42,127.55,128.23,127.86,126.2,118.51,113.56,114.21,114.31,113,110.17,101.64,98.01,90.98,67.68,66.13,92.67
2023-01-28T22:09:36.000Z,19.3316,-138.7118,33,2,1,22.71,50.73,35.02,1024.18,0.024,272.17,1614.18,17.45,0.02,45.24,53.62,56.79,55.77,33.82,22.04,14.11,12.68,10.85,0.29,0,0,0,0,0.07,0,0.08,0,0,0,0,1.091,1.059,0.761,0.728,0.26,0.131,0.07,0.061,0.051,0.001,0.002,0.003,0,0.003,0.001,0,0,0,0,0,0,95.85,112.1,125.43,125.98,125.97,127.06,127.88,127.46,125.84,118.2,113.1,113.78,113.86,112.64,109.79,101.38,97.56,90.72,67.51,65.91,92.37
2023-01-28T22:09:39.000Z,19.3316,-138.7118,34,2,1,22.7,50.73,35.03,1024.19,0.027,260.91,1585.08,16.73,0.01,43.8,51.98,54.81,53.8,32.11,20.59,13.06,11.7,9.97,0.22,0,0,0.05,0,0,0,0,0,0,0,0,1.11,1.082,0.783,0.749,0.266,0.135,0.071,0.062,0.05,0.004,0.002,0.004,0,0.005,0.003,0.001,0,0,0,0,0,94.61,110.43,123.28,123.85,123.83,124.8,125.49,125.11,123.53,115.89,110.87,111.6,111.65,110.47,107.71,99.34,95.69,88.96,66.06,64.51,90.41
2023-01-28T22:09:42.000Z,19.3316,-138.7118,35,2,1,22.7,50.73,35.03,1024.2,0.026,256.22,1577.47,16.43,0.05,43,51.43,54.19,53.18,31.33,19.84,12.42,11.04,9.38,0.3,0.06,0.09,0.05,0.09,0,0,0,0,0,0,0,1.054,1.029,0.74,0.707,0.248,0.124,0.066,0.058,0.049,0.003,0.001,0.001,0.001,0.001,0.001,0,0,0,0,0,0,94.06,109.91,122.75,123.24,123.13,124.12,124.89,124.45,122.9,115.42,110.39,111.08,111.17,110.03,107.17,98.89,95.22,88.5,65.74,64.41,90.06
2023-01-28T22:09:45.000Z,19.3316,-138.7118,36,2,1,22.71,50.75,35.04,1024.2,0.024,243.18,1569.75,15.59,0.06,41.13,49.11,51.64,50.62,29.53,18.47,11.41,10.17,8.59,0.33,0,0.04,0.12,0.12,0.15,0,0,0.07,0,0,0,1.038,1.017,0.732,0.7,0.242,0.12,0.064,0.056,0.048,0.002,0.001,0,0.003,0.003,0.002,0.002,0.001,0,0,0,0,93.28,108.94,121.96,122.45,122.45,123.61,124.31,123.91,122.38,114.96,110.03,110.71,110.87,109.67,106.87,98.59,94.98,88.43,65.64,64.15,89.85
2023-01-28T22:09:47.000Z,19.3316,-138.7118,37,2,1,22.72,50.78,35.05,1024.22,0.024,235.27,1611.35,15.08,0.07,40.17,47.96,50.42,49.42,28.31,17.37,10.57,9.38,7.9,0.28,0,0,0.08,0.03,0,0,0,0.06,0,0,0,0.987,0.965,0.693,0.661,0.226,0.112,0.06,0.051,0.045,0.002,0.003,0.001,0,0.002,0.002,0,0.003,0.001,0,0,0,95.54,111.81,125.12,125.67,125.76,126.79,127.56,127.19,125.59,117.96,113.03,113.7,113.79,112.53,109.64,101.32,97.51,90.69,67.37,65.85,92.17
2023-01-28T22:09:50.000Z,19.3316,-138.7118,38,2,1,22.74,50.8,35.06,1024.22,0.028,219.56,1605.35,14.08,0.03,37.73,45.11,47.24,46.27,26.07,15.92,9.58,8.49,7.08,0.24,0.06,0.1,0,0.04,0,0.06,0,0,0,0,0,0.971,0.956,0.689,0.659,0.224,0.11,0.057,0.05,0.042,0.001,0,0.001,0.004,0.002,0.003,0,0,0.001,0,0,0,95.5,111.64,124.75,125.26,125.31,126.43,127.12,126.69,125.1,117.48,112.41,113.09,113.19,112.04,109.1,100.76,97.04,90.2,67.11,65.47,91.75
2023-01-28T22:09:53.000Z,19.3316,-138.7118,39,2,1,22.75,50.82,35.06,1024.22,0.025,211.78,1595.84,13.58,-0.03,36.78,44,45.9,44.93,24.92,14.79,8.86,7.75,6.42,0.27,0,0,0.08,0,0.05,0,0,0.04,0,0,0,0.898,0.877,0.628,0.6,0.199,0.095,0.05,0.044,0.037,0.001,0,0.002,0.001,0.003,0.001,0,0,0.001,0,0,0,95.17,111.22,124.1,124.63,124.61,125.58,126.28,125.85,124.38,116.73,111.74,112.4,112.34,111.32,108.44,100.09,96.29,89.53,66.54,65.02,91.12
2023-01-28T22:09:58.000Z,19.3316,-138.7118,40,2,1,22.75,50.83,35.07,1024.23,0.032,215.77,1570.69,13.83,0.15,37.07,44.82,47.02,46.03,25.46,15.11,8.93,7.89,6.54,0.3,0,0,0,0,0,0,0,0,0,0,0,0.903,0.891,0.641,0.612,0.206,0.101,0.053,0.046,0.039,0.003,0,0,0.002,0.002,0.001,0,0.001,0,0,0,0,93.41,109.22,122.04,122.55,122.53,123.63,124.39,123.94,122.39,115,110.06,110.7,110.71,109.64,106.79,98.72,95.01,88.34,65.63,64.12,89.87
2023-01-28T22:10:01.000Z,19.3316,-138.7118,41,2,1,22.75,50.84,35.07,1024.24,0.031,188.31,1594.71,12.07,-0.07,33.21,39.76,40.98,40.07,21.75,12.66,7.33,6.45,5.33,0.22,0.09,0.06,0,0,0,0,0,0,0,0,0,0.859,0.847,0.609,0.581,0.191,0.092,0.048,0.042,0.036,0.004,0.001,0,0,0.003,0,0.001,0,0,0,0.001,0.001,94.79,110.85,123.96,124.52,124.4,125.49,126.18,125.82,124.29,116.8,111.77,112.45,112.43,111.28,108.41,100.18,96.44,89.67,66.66,65.15,91.28
2023-01-28T22:10:03.000Z,19.3316,-138.7118,42,2,1,22.75,50.83,35.06,1024.24,0.033,202.53,1606.29,12.98,0.1,35.29,42.91,44.76,43.76,23.33,13.29,7.6,6.67,5.45,0.22,0.08,0.07,0,0.1,0.06,0,0,0,0,0,0,0.839,0.829,0.599,0.571,0.185,0.088,0.048,0.04,0.035,0,0.001,0,0,0.003,0,0,0,0,0,0,0,95.39,111.59,124.85,125.4,125.49,126.46,127.19,126.82,125.18,117.65,112.61,113.25,113.28,112.09,109.22,100.91,97.17,90.33,67.08,65.73,91.96
2023-01-28T22:10:05.000Z,19.3316,-138.7118,43,2,1,22.74,50.83,35.07,1024.25,0.034,181.79,1585.89,11.65,0.02,32.09,38.78,40.14,39.2,20.66,11.68,6.66,5.79,4.76,0.2,0.11,0.06,0,0.07,0,0,0,0,0,0,0,0.797,0.792,0.57,0.544,0.174,0.084,0.044,0.037,0.032,0.002,0.001,0,0,0,0,0,0,0,0,0.001,0,94.34,110.26,123.25,123.76,123.79,124.87,125.56,125.13,123.53,116.09,111.15,111.76,111.77,110.74,107.87,99.66,95.79,89.02,66.22,64.65,90.67
2023-01-28T22:10:08.000Z,19.3316,-138.7118,44,2,1,22.75,50.84,35.07,1024.25,0.034,179.86,1597.12,11.53,0.01,31.89,38.73,40.07,39.12,20.39,11.35,6.35,5.54,4.54,0,0,0,0,0,0,0,0,0,0,0,0,0.772,0.767,0.552,0.527,0.169,0.081,0.042,0.036,0.03,0.003,0.001,0.001,0.002,0.001,0.002,0,0.001,0,0,0.002,0,95.24,111.13,124.15,124.69,124.71,125.73,126.47,126.02,124.37,116.83,111.87,112.56,112.55,111.38,108.49,100.29,96.48,89.64,66.49,65.12,91.35
2023-01-28T22:10:12.000Z,19.3316,-138.7118,45,2,1,22.75,50.85,35.08,1024.26,0.04,173.5,1549.44,11.12,0.05,30.84,37.48,38.79,37.86,19.5,10.78,5.95,5.16,4.21,0,0,0,0,0,0,0,0,0,0,0,0,0.742,0.738,0.533,0.509,0.161,0.076,0.04,0.034,0.03,0,0,0.002,0,0.002,0.003,0,0,0,0,0,0,92.44,107.86,120.35,120.87,121.01,122.02,122.62,122.23,120.69,113.28,108.47,109.04,109.22,108.07,105.26,97.25,93.61,86.97,64.56,63.24,88.63
2023-01-28T22:10:14.000Z,19.3316,-138.7118,46,2,1,22.76,50.86,35.08,1024.26,0.039,167.64,1569.51,10.75,0.07,29.98,36.42,37.54,36.62,18.55,10.1,5.53,4.77,3.89,0.18,0,0,0.07,0,0,0,0,0,0,0,0,0.715,0.716,0.516,0.493,0.155,0.074,0.038,0.032,0.029,0.001,0.001,0,0,0,0.003,0,0,0,0,0,0,93.63,109.19,121.96,122.48,122.59,123.59,124.25,123.88,122.28,114.78,109.92,110.53,110.64,109.47,106.6,98.46,94.82,88.06,65.42,64.02,89.72
2023-01-28T22:10:17.000Z,19.3316,-138.7118,47,2,1,22.76,50.87,35.08,1024.27,0.039,159.16,1602.42,10.2,0.01,28.6,34.82,35.78,34.89,17.42,9.34,5.04,4.34,3.51,0.15,0.02,0.03,0,0,0,0.01,0,0,0.04,0.04,0,0.704,0.709,0.515,0.491,0.154,0.073,0.038,0.032,0.029,0.001,0.001,0,0.002,0.002,0.002,0.001,0,0,0,0,0,95.09,111.25,124.41,124.95,125.08,126.2,126.87,126.49,124.88,117.42,112.39,113,113.1,111.91,109.01,100.72,96.98,90.06,66.95,65.37,91.75
2023-01-28T22:10:20.000Z,19.3316,-138.7118,48,2,1,22.77,50.87,35.08,1024.27,0.049,155.82,1586.09,9.99,0.04,27.97,34.21,35.19,34.3,16.92,8.99,4.81,4.14,3.31,0.15,0.02,0.03,0.05,0.04,0.02,0,0,0,0,0.02,0,0.654,0.657,0.475,0.453,0.14,0.065,0.034,0.03,0.026,0.002,0,0.002,0.001,0.002,0.002,0,0.001,0,0.001,0,0,94.5,110.39,123.35,123.85,123.85,124.86,125.52,125.16,123.6,116.06,111.07,111.69,111.81,110.69,107.86,99.55,95.77,89.07,66.06,64.54,90.61
