,Date,cruise,uncalibrated PAR,calibrated PAR
189,2021-11-27 15:00:00+00:00,TN397_130,51.7042,32.4185334
190,2021-11-27 16:00:00+00:00,TN397_130,797.58345,500.08482315
191,2021-11-27 17:00:00+00:00,TN397_130,1879.16205,1178.23460535
192,2021-11-27 18:00:00+00:00,TN397_130,2215.0656,1388.8461312
193,2021-11-27 19:00:00+00:00,TN397_130,2300.30015,1442.2881940500001
194,2021-11-27 20:00:00+00:00,TN397_130,2323.3816,1456.7602632
195,2021-11-27 21:00:00+00:00,TN397_130,2279.40635,1429.18778145
196,2021-11-27 22:00:00+00:00,TN397_130,2390.30185,1498.71925995
197,2021-11-27 23:00:00+00:00,TN397_130,2265.3609,1420.3812843
198,2021-11-28 00:00:00+00:00,TN397_130,2069.51005,1297.58280135
199,2021-11-28 01:00:00+00:00,TN397_130,1646.5277999999998,1032.3729306
200,2021-11-28 02:00:00+00:00,TN397_130,397.217,249.055059
201,2021-11-28 03:00:00+00:00,TN397_130,0.5659500000000001,0.35485065000000005
202,2021-11-28 04:00:00+00:00,TN397_130,0.0194210526315789,0.01217699999999997
203,2021-11-28 05:00:00+00:00,TN397_130,0.0194,0.0121638
204,2021-11-28 06:00:00+00:00,TN397_130,0.0195,0.0122265
205,2021-11-28 07:00:00+00:00,TN397_130,0.0223,0.0139821
206,2021-11-28 08:00:00+00:00,TN397_130,0.0228,0.0142956
207,2021-11-28 09:00:00+00:00,TN397_130,0.01975,0.01238325
208,2021-11-28 10:00:00+00:00,TN397_130,0.02165,0.01357455
209,2021-11-28 11:00:00+00:00,TN397_130,0.02215,0.013888049999999999
210,2021-11-28 12:00:00+00:00,TN397_130,0.0214,0.013417799999999999
211,2021-11-28 13:00:00+00:00,TN397_130,0.0193,0.0121011
212,2021-11-28 14:00:00+00:00,TN397_130,0.0606,0.0379962
213,2021-11-28 15:00:00+00:00,TN397_130,41.01195,25.71449265
214,2021-11-28 16:00:00+00:00,TN397_130,233.5787,146.4538449
215,2021-11-28 17:00:00+00:00,TN397_130,650.04645,407.57912415000004
216,2021-11-28 18:00:00+00:00,TN397_130,1058.34625,663.5830987500001
217,2021-11-28 19:00:00+00:00,TN397_130,1340.34575,840.39678525
218,2021-11-28 20:00:00+00:00,TN397_130,1395.0255499999998,874.6810198499999
219,2021-11-28 21:00:00+00:00,TN397_130,1637.30215,1026.58844805
220,2021-11-28 22:00:00+00:00,TN397_130,1609.73615,1009.30456605
221,2021-11-28 23:00:00+00:00,TN397_130,763.41965,478.66412055
222,2021-11-29 00:00:00+00:00,TN397_130,579.68415,363.46196205
223,2021-11-29 01:00:00+00:00,TN397_130,371.034,232.638318
224,2021-11-29 02:00:00+00:00,TN397_130,88.41005,55.43310135
225,2021-11-29 03:00:00+00:00,TN397_130,0.2485,0.1558095
226,2021-11-29 04:00:00+00:00,TN397_130,0.02155,0.01351185
227,2021-11-29 05:00:00+00:00,TN397_130,0.01945,0.012195149999999998
228,2021-11-29 06:00:00+00:00,TN397_130,0.0212,0.0132924
229,2021-11-29 07:00:00+00:00,TN397_130,0.02045,0.01282215
230,2021-11-29 08:00:00+00:00,TN397_130,0.02405,0.015079349999999998
231,2021-11-29 09:00:00+00:00,TN397_130,0.0206499999999999,0.012947549999999938
232,2021-11-29 10:00:00+00:00,TN397_130,0.0222,0.0139194
233,2021-11-29 11:00:00+00:00,TN397_130,0.02315,0.01451505
234,2021-11-29 12:00:00+00:00,TN397_130,0.02045,0.01282215
235,2021-11-29 13:00:00+00:00,TN397_130,0.01735,0.010878450000000001
236,2021-11-29 14:00:00+00:00,TN397_130,0.02805,0.017587349999999998
237,2021-11-29 15:00:00+00:00,TN397_130,78.28415,49.084162049999996
238,2021-11-29 16:00:00+00:00,TN397_130,471.9535,295.9148445
239,2021-11-29 17:00:00+00:00,TN397_130,932.5605,584.7154335
240,2021-11-29 18:00:00+00:00,TN397_130,1305.7938,818.7327125999999
241,2021-11-29 19:00:00+00:00,TN397_130,1801.2075,1129.3571024999999
242,2021-11-29 20:00:00+00:00,TN397_130,1838.0272,1152.4430544
243,2021-11-29 21:00:00+00:00,TN397_130,2769.6492,1736.5700484
244,2021-11-29 22:00:00+00:00,TN397_130,2078.5276,1303.2368052
245,2021-11-29 23:00:00+00:00,TN397_130,1947.49765,1221.08102655
246,2021-11-30 00:00:00+00:00,TN397_130,2167.07315,1358.75486505
247,2021-11-30 01:00:00+00:00,TN397_130,1611.8067,1010.6028009
248,2021-11-30 02:00:00+00:00,TN397_130,311.66365,195.41310855
249,2021-11-30 03:00:00+00:00,TN397_130,0.966,0.6056819999999999
250,2021-11-30 04:00:00+00:00,TN397_130,0.01805,0.01131735
251,2021-11-30 05:00:00+00:00,TN397_130,0.01665,0.01043955
252,2021-11-30 06:00:00+00:00,TN397_130,0.0188,0.0117876
253,2021-11-30 07:00:00+00:00,TN397_130,0.0221,0.013856700000000001
254,2021-11-30 08:00:00+00:00,TN397_130,0.02045,0.01282215
255,2021-11-30 09:00:00+00:00,TN397_130,0.0211,0.0132297
256,2021-11-30 10:00:00+00:00,TN397_130,0.02345,0.01470315
257,2021-11-30 11:00:00+00:00,TN397_130,0.02235,0.014013449999999998
258,2021-11-30 12:00:00+00:00,TN397_130,0.01755,0.011003849999999999
259,2021-11-30 13:00:00+00:00,TN397_130,0.01805,0.01131735
260,2021-11-30 14:00:00+00:00,TN397_130,0.0379,0.0237633
261,2021-11-30 15:00:00+00:00,TN397_130,52.7293,33.0612711
262,2021-11-30 16:00:00+00:00,TN397_130,470.38595,294.93199065
263,2021-11-30 17:00:00+00:00,TN397_130,1285.91365,806.26785855
264,2021-11-30 18:00:00+00:00,TN397_130,1309.2236,820.8831972
265,2021-11-30 19:00:00+00:00,TN397_130,2395.8299500000003,1502.18537865
266,2021-11-30 20:00:00+00:00,TN397_130,1904.0222,1193.8219194
267,2021-11-30 21:00:00+00:00,TN397_130,2104.28625,1319.3874787500001
268,2021-11-30 22:00:00+00:00,TN397_130,2276.1311904761906,1427.1342564285715
269,2021-11-30 23:00:00+00:00,TN397_130,2135.50805,1338.96354735
270,2021-12-01 00:00:00+00:00,TN397_130,1726.5142,1082.5244034
271,2021-12-01 01:00:00+00:00,TN397_130,1075.1717,674.1326559
272,2021-12-01 02:00:00+00:00,TN397_130,386.6242,242.41337339999998
273,2021-12-01 03:00:00+00:00,TN397_130,3.3218000000000005,2.0827686000000005
274,2021-12-01 04:00:00+00:00,TN397_130,0.02035,0.01275945
275,2021-12-01 05:00:00+00:00,TN397_130,0.0180999999999999,0.011348699999999937
276,2021-12-01 06:00:00+00:00,TN397_130,0.02095,0.01313565
277,2021-12-01 07:00:00+00:00,TN397_130,0.0187,0.011724900000000002
278,2021-12-01 08:00:00+00:00,TN397_130,0.0212499999999999,0.013323749999999938
279,2021-12-01 09:00:00+00:00,TN397_130,0.02175,0.013637249999999998
280,2021-12-01 10:00:00+00:00,TN397_130,0.02295,0.01438965
281,2021-12-01 11:00:00+00:00,TN397_130,0.01905,0.011944350000000001
282,2021-12-01 12:00:00+00:00,TN397_130,0.01965,0.012320550000000001
283,2021-12-01 13:00:00+00:00,TN397_130,0.02055,0.01288485
284,2021-12-01 14:00:00+00:00,TN397_130,0.3493,0.21901110000000001
285,2021-12-01 15:00:00+00:00,TN397_130,134.9262,84.5987274
286,2021-12-01 16:00:00+00:00,TN397_130,883.8931500000001,554.20100505
287,2021-12-01 17:00:00+00:00,TN397_130,1649.6106,1034.3058462
288,2021-12-01 18:00:00+00:00,TN397_130,1764.2805500000002,1106.20390485
289,2021-12-01 19:00:00+00:00,TN397_130,2191.3574,1373.9810897999998
290,2021-12-01 20:00:00+00:00,TN397_130,2296.60185,1439.9693599500001
291,2021-12-01 21:00:00+00:00,TN397_130,2144.92005,1344.8648713500002
292,2021-12-01 22:00:00+00:00,TN397_130,2339.4471000000003,1466.8333317000001
