time,lat,lon,depth,temp,cond,sal,dens,flu,par_z,par_surface,light_level,kpar,ed412,ed442,ed488,ed490,ed510,ed530,ed550,ed554,ed560,ed620,ed664,ed666,ed670,ed678,ed682,ed708,ed748,ed754,ed760,ed764,ed778,lu412,lu442,lu488,lu490,lu510,lu530,lu550,lu554,lu560,lu620,lu664,lu666,lu670,lu678,lu682,lu708,lu748,lu754,lu760,lu764,lu778,es412,es442,es488,es490,es510,es530,es550,es554,es560,es620,es664,es666,es670,es678,es682,es708,es748,es754,es760,es764,es778
2022-08-06T22:04:47.000Z,23.41,-154.621,28,25.74,54.36,35.37,1023.51,0.203,234.09,1786.71,13.16,0.06,20.82,32.95,48.86,48.85,36.6,29.59,22.33,20.67,18.61,0.46,0.08,0.05,0,0.03,0.09,0.03,0,0,0,0,0,0.147,0.216,0.33,0.328,0.189,0.125,0.077,0.068,0.058,0.005,0.005,0.003,0,0.004,0.006,0.001,0,0,0.001,0,0,103.35,121.55,138.43,138.85,139.38,140.36,140.88,140.61,138.93,132.17,126.65,126.98,126.1,124.5,121.15,113.56,109.21,102.75,78.14,77.43,103.55
2022-08-06T22:04:50.000Z,23.41,-154.621,29,25.73,54.35,35.37,1023.53,0.162,220.17,1790.56,12.38,0.08,19.26,30.82,46.43,46.42,34.53,27.85,20.87,19.28,17.38,0.49,0.07,0,0.08,0,0.06,0.03,0,0,0,0,0,0.138,0.204,0.315,0.311,0.179,0.117,0.073,0.064,0.056,0.003,0.003,0.002,0.002,0.005,0.006,0.002,0,0,0.002,0,0,103.77,122.28,138.3,138.88,139.75,140.84,141.43,140.89,138.94,132.85,126.41,126.77,126.5,124.86,121.04,114.23,109.67,102.46,78.58,78.08,103.95
2022-08-06T22:04:52.000Z,23.41,-154.621,30,25.72,54.35,35.38,1023.53,0.212,202.25,1786.45,11.37,0.03,17.38,28.2,43.16,43.17,31.91,25.61,19.12,17.63,15.81,0.43,0.06,0,0.12,0.03,0,0,0.02,0,0,0,0,0.123,0.186,0.292,0.29,0.166,0.108,0.067,0.059,0.051,0.003,0.004,0.002,0.003,0.005,0.006,0.002,0.001,0,0.001,0,0.002,103.61,121.81,138.07,138.47,139.41,140.38,141.04,140.57,138.66,132.59,126.03,126.35,126.33,124.64,120.81,114,109.4,102.37,78.5,77.82,103.73
2022-08-06T22:04:54.000Z,23.41,-154.621,31,25.72,54.34,35.38,1023.54,0.228,195.26,1782.82,10.98,0.12,16.39,27.13,42.49,42.49,31.05,24.65,18.22,16.72,14.92,0.39,0,0.04,0.06,0.04,0,0,0,0,0,0,0,0.112,0.173,0.278,0.275,0.155,0.101,0.062,0.054,0.047,0.002,0.003,0.003,0.003,0.004,0.006,0.002,0,0,0.002,0,0,103.58,121.2,137.88,138.1,138.88,139.92,140.62,140.5,138.41,131.89,126.27,126.17,125.32,124.86,120.82,113.48,109.6,102.08,77.58,77.9,102.98
2022-08-06T22:04:56.000Z,23.41,-154.621,32,25.71,54.33,35.37,1023.55,0.18,173.71,1779.45,9.77,0.07,14.3,24.14,38.34,38.33,27.76,21.84,15.93,14.63,13.01,0.29,0,0.05,0.03,0.06,0,0.03,0,0,0,0,0,0.107,0.168,0.274,0.271,0.152,0.098,0.06,0.053,0.046,0.001,0.002,0.002,0.004,0.004,0.005,0.001,0,0,0,0,0,102.63,121.17,137.8,138.34,139.07,139.88,140.31,139.96,138.32,131.8,125.76,125.96,125.62,124.1,120.34,113.41,108.9,101.85,77.96,77.58,103.32
2022-08-06T22:04:58.000Z,23.41,-154.621,33,25.7,54.32,35.38,1023.55,0.183,161.44,1775.5,9.08,0.06,13.14,22.35,35.99,35.96,25.86,20.26,14.69,13.46,11.94,0.26,0,0.07,0,0.06,0,0.03,0,0.05,0,0,0,0.097,0.155,0.256,0.253,0.141,0.09,0.055,0.048,0.042,0.002,0.002,0.001,0.002,0.004,0.005,0.001,0,0,0,0,0,103.37,120.86,137.16,137.44,138.26,139.38,140.21,139.95,137.67,131.7,125.41,125.39,124.89,124.29,120.02,113.17,109.12,101.47,77.72,77.81,103.03
2022-08-06T22:05:00.000Z,23.41,-154.621,34,25.69,54.32,35.38,1023.56,0.22,152.09,1774.3,8.55,0.01,12.19,20.99,34.32,34.33,24.57,19.11,13.76,12.55,11.14,0.32,0,0,0,0,0,0,0.04,0,0.1,0,0.06,0.088,0.142,0.24,0.238,0.131,0.084,0.05,0.044,0.038,0.002,0.002,0.001,0.002,0.003,0.005,0.001,0,0,0.002,0,0,102.4,120.98,137.07,137.77,138.69,139.61,139.97,139.43,137.87,131.73,125.17,125.65,125.57,123.5,119.75,113.34,108.29,101.52,78.12,77.12,103.34
2022-08-06T22:05:02.000Z,23.41,-154.621,35,25.69,54.32,35.38,1023.57,0.238,150.4,1773.09,8.46,0.1,11.72,20.57,34.4,34.43,24.48,18.94,13.55,12.37,10.92,0.21,0,0,0,0,0,0,0,0,0,0,0,0.076,0.127,0.221,0.219,0.119,0.074,0.044,0.039,0.033,0.001,0.002,0.001,0.001,0.003,0.004,0.001,0,0,0.002,0,0,102.29,121.26,137.01,137.77,138.76,139.74,139.98,139.31,137.78,131.8,125.05,125.51,125.73,123.37,119.62,113.26,108.22,101.43,78.35,77.03,103.41
2022-08-06T22:05:04.000Z,23.41,-154.621,36,25.69,54.31,35.38,1023.57,0.242,135.55,1773.34,7.62,0.07,10.41,18.55,31.45,31.47,22.13,16.96,11.97,10.89,9.56,0.2,0,0,0.07,0,0,0,0,0,0,0,0,0.075,0.125,0.22,0.219,0.118,0.074,0.044,0.038,0.033,0.002,0.003,0.001,0,0.002,0.004,0.002,0,0,0.001,0,0,102.68,121.14,137.02,137.51,138.36,139.45,139.98,139.57,137.58,131.6,125.21,125.25,125,123.92,119.87,113.1,108.95,101.2,77.62,77.58,102.74
2022-08-06T22:05:06.000Z,23.41,-154.621,37,25.63,54.22,35.36,1023.58,0.258,127.09,1780.47,7.14,0.15,9.5,17.3,29.86,29.91,20.87,15.92,11.15,10.16,8.9,0.19,0,0,0,0,0,0,0,0,0,0,0.03,0.067,0.113,0.204,0.202,0.108,0.067,0.04,0.034,0.029,0.003,0.003,0.001,0,0.002,0.004,0.002,0,0,0,0,0,103.18,121.8,137.27,137.96,139.13,140.32,140.76,139.88,138.15,132.4,125.43,125.99,126.24,123.85,120.14,113.83,108.73,101.9,78.62,77.42,103.55
2022-08-06T22:05:07.000Z,23.41,-154.621,38,25.55,54.13,35.35,1023.6,0.32,109.7,1783.91,6.17,0.01,8.16,14.99,26.22,26.24,18.05,13.62,9.38,8.52,7.42,0.11,0,0,0,0,0,0,0,0,0,0,0,0.058,0.099,0.185,0.184,0.096,0.059,0.034,0.03,0.025,0.002,0.003,0.001,0,0.002,0.003,0.001,0,0.001,0,0.001,0,103.77,121.58,137.69,138.11,139.08,140.18,140.88,140.55,138.35,132.29,126.05,126.18,125.71,124.63,120.58,113.77,109.31,102.06,78.21,77.82,103.56
2022-08-06T22:05:09.000Z,23.41,-154.621,39,25.47,54.05,35.35,1023.63,0.337,108.35,1782.98,6.09,0.06,7.83,14.56,26.09,26.12,17.94,13.54,9.32,8.4,7.36,0.19,0,0,0,0,0,0,0,0,0,0,0,0.056,0.097,0.182,0.181,0.094,0.058,0.034,0.029,0.024,0.002,0.003,0.001,0,0.002,0.003,0.001,0,0.001,0,0.001,0,103.43,121.42,137.81,138.27,139.16,140.15,140.65,140.3,138.39,132.17,126.14,126.3,125.91,124.25,120.63,113.58,108.94,102.4,78.29,77.43,103.25
2022-08-06T22:05:11.000Z,23.41,-154.621,40,25.46,54.05,35.36,1023.65,0.272,102.59,1785.39,5.77,0.02,7.28,13.66,24.89,24.91,17.04,12.82,8.78,7.9,6.91,0.16,0.03,0.02,0,0.01,0,0,0,0,0,0,0.04,0.051,0.091,0.17,0.168,0.087,0.053,0.031,0.026,0.022,0.001,0.003,0.001,0,0.003,0.003,0.001,0,0,0,0.002,0,103.26,121.67,138.06,138.58,139.39,140.31,140.81,140.38,138.76,132.27,126.33,126.38,125.75,124.94,121.05,113.65,109.7,102.31,78,77.97,103.17
2022-08-06T22:05:13.000Z,23.41,-154.621,41,25.47,54.07,35.37,1023.66,0.266,100.64,1789.64,5.66,0.12,6.96,13.28,24.7,24.75,16.84,12.6,8.58,7.72,6.71,0.14,0.01,0,0,0,0.02,0,0,0,0,0.02,0,0.049,0.086,0.164,0.163,0.083,0.051,0.029,0.025,0.021,0.001,0.002,0,0,0.003,0.002,0,0,0.001,0,0.002,0,103.2,121.86,138.58,139.08,139.83,140.6,141.02,140.68,139.17,132.45,126.75,127.09,126.51,124.8,121.37,113.92,109.55,102.91,78.14,77.6,103.51
2022-08-06T22:05:14.000Z,23.41,-154.621,42,25.45,54.06,35.37,1023.66,0.274,89.44,1791.27,5.03,0.07,6.05,11.69,22.22,22.25,15.05,11.16,7.54,6.77,5.85,0.14,0,0,0,0,0,0.02,0,0,0,0,0,0.044,0.079,0.153,0.152,0.076,0.046,0.027,0.022,0.02,0.001,0.003,0.001,0.001,0.002,0.002,0.001,0,0.002,0,0.001,0,103.56,122.05,138.42,138.97,139.97,140.81,141.25,140.89,139.25,132.78,126.6,127.12,126.9,124.65,121.22,114.34,109.33,102.83,78.73,77.57,104.05
2022-08-06T22:05:17.000Z,23.41,-154.621,43,25.44,54.05,35.37,1023.67,0.265,83.31,1792.27,4.68,0.12,5.53,10.85,21.05,21.09,14.11,10.35,6.88,6.17,5.32,0.11,0.02,0,0,0,0,0,0,0.02,0,0,0,0.041,0.076,0.148,0.147,0.073,0.043,0.025,0.022,0.019,0,0.003,0.001,0.001,0.003,0.002,0.001,0.001,0.001,0,0.002,0,104.22,121.92,138.33,138.7,139.57,140.71,141.49,141.24,138.96,132.99,126.58,126.65,126.29,125.39,121.16,114.39,109.99,102.26,78.5,78.37,104.1
2022-08-06T22:05:19.000Z,23.41,-154.621,44,25.44,54.05,35.37,1023.68,0.28,73.89,1792.27,4.15,0.05,4.83,9.59,18.88,18.92,12.55,9.15,6.01,5.39,4.64,0.1,0,0,0.02,0.02,0,0,0.03,0,0,0,0,0.039,0.072,0.142,0.141,0.069,0.041,0.023,0.021,0.017,0,0.003,0.002,0.002,0.003,0.002,0.001,0.002,0.001,0.002,0.002,0.001,104.43,122.36,138.08,138.5,139.61,140.93,141.73,141.19,138.84,133.29,126.44,126.38,126.3,125.51,121.07,114.37,110.24,102.35,78.51,78.53,104.1
2022-08-06T22:05:21.000Z,23.41,-154.621,45,25.42,54.02,35.37,1023.69,0.292,70.18,1788.55,3.95,0.02,4.49,9.03,18.12,18.15,11.95,8.69,5.69,5.08,4.35,0.13,0,0,0,0,0,0.01,0.02,0,0,0,0,0.037,0.07,0.139,0.138,0.066,0.039,0.022,0.02,0.017,0,0.003,0.002,0.002,0.003,0.001,0,0.002,0.001,0.002,0.001,0.001,102.71,122.11,138.3,139.17,140.06,140.9,141.04,140.3,139.21,132.81,126.36,127.16,127.17,124.15,120.99,114.21,108.82,102.67,78.83,77.3,104.19
2022-08-06T22:05:23.000Z,23.41,-154.621,46,25.34,53.93,35.36,1023.7,0.328,68.77,1785.72,3.87,0.11,4.29,8.75,17.94,17.97,11.79,8.53,5.56,4.94,4.22,0.11,0,0,0,0,0,0,0,0,0,0,0,0.036,0.069,0.136,0.135,0.065,0.037,0.022,0.019,0.016,0,0.002,0.003,0.002,0.003,0.001,0,0.003,0.001,0.001,0,0.002,103.66,121.89,137.65,138.2,139.22,140.53,141.09,140.56,138.43,132.59,126.04,126.1,125.88,124.8,120.56,113.9,109.8,102.05,78.23,78.13,103.59
2022-08-06T22:05:25.000Z,23.41,-154.621,47,25.15,53.72,35.36,1023.77,0.278,61.54,1788.85,3.46,0.08,3.78,7.77,16.17,16.21,10.58,7.62,4.92,4.37,3.73,0.08,0.01,0,0,0,0.01,0,0,0,0,0,0,0.034,0.065,0.128,0.127,0.06,0.034,0.02,0.017,0.015,0,0.002,0.003,0.002,0.002,0.001,0,0.003,0,0,0,0.001,103.98,122.27,137.76,138.27,139.49,140.93,141.59,140.83,138.52,133.36,125.83,126.08,126.65,124.84,120.37,114.66,109.59,101.74,79.25,78.37,104.5
2022-08-06T22:05:27.000Z,23.41,-154.621,48,24.95,53.52,35.36,1023.84,0.238,57.21,1793.41,3.22,0.07,3.43,7.19,15.27,15.31,9.88,7.06,4.5,3.99,3.39,0.07,0,0,0,0,0,0.01,0,0,0,0,0,0.031,0.059,0.118,0.117,0.053,0.03,0.017,0.015,0.013,0,0.002,0.002,0.001,0.002,0,0,0.002,0,0,0.001,0.001,103.73,122.25,138.52,139.09,140.09,141.04,141.51,141,139.29,132.77,126.92,127.34,126.68,124.88,121.56,114.22,109.4,103.19,78.64,77.56,103.81
2022-08-06T22:05:29.000Z,23.41,-154.621,49,24.81,53.38,35.37,1023.89,0.215,53.49,1794.42,3.01,0.04,3.16,6.67,14.47,14.5,9.26,6.55,4.13,3.65,3.1,0.05,0.01,0,0.03,0,0,0,0,0,0,0,0,0.03,0.057,0.115,0.114,0.051,0.028,0.016,0.014,0.012,0,0.002,0.002,0.002,0.002,0.001,0,0.001,0.001,0.001,0.001,0.001,103.75,122.21,138.72,139.27,140.17,141.07,141.46,141.14,139.39,133.08,126.85,126.95,126.63,125.35,121.38,114.49,110.09,102.61,78.69,78.51,104.17
2022-08-06T22:05:31.000Z,23.41,-154.621,50,24.74,53.3,35.36,1023.91,0.231,51.23,1793.55,2.88,0.11,2.97,6.32,13.95,13.97,8.89,6.27,3.97,3.49,2.95,0.05,0,0,0,0.01,0,0,0,0,0,0.04,0,0.028,0.054,0.11,0.108,0.048,0.026,0.015,0.013,0.011,0,0.001,0.001,0.002,0.001,0.001,0,0.001,0.001,0,0,0.001,104.12,122.14,138.57,138.96,139.74,140.92,141.64,141.32,139.19,132.93,126.66,126.81,126.64,125.28,121.39,114.44,109.85,102.6,78.69,78.24,104.2
2022-08-06T22:05:32.000Z,23.41,-154.621,51,24.63,53.18,35.36,1023.94,0.22,46.13,1797.06,2.59,0,2.63,5.74,12.74,12.77,8.04,5.61,3.48,3.05,2.58,0.02,0,0,0,0,0,0,0,0,0,0,0,0.026,0.05,0.104,0.102,0.046,0.024,0.013,0.012,0.01,0,0.001,0.001,0.001,0.001,0.001,0,0,0,0.001,0,0.001,103.59,122.12,139.22,139.7,140.24,141.08,141.65,141.45,139.71,132.99,127.1,127.23,126.89,125.48,121.67,114.52,110.23,102.92,79.06,78.35,104.37
2022-08-06T22:05:34.000Z,23.41,-154.621,52,24.5,53.05,35.36,1023.99,0.219,46.12,1800.03,2.59,0.1,2.59,5.74,12.85,12.88,8.05,5.58,3.43,3,2.53,0.03,0,0,0,0,0,0,0,0,0,0,0,0.025,0.049,0.101,0.1,0.044,0.023,0.013,0.011,0.009,0,0,0,0.001,0.001,0.001,0,0,0,0.001,0,0,104.26,122.53,139.07,139.55,140.34,141.45,142.03,141.71,139.66,133.45,127.3,127.36,127.15,125.78,121.8,114.89,110.46,103.13,79.05,78.58,104.58
2022-08-06T22:05:36.000Z,23.41,-154.621,53,24.42,52.98,35.37,1024.03,0.23,41.64,1801.41,2.34,0.01,2.34,5.17,11.74,11.76,7.27,4.96,3.02,2.63,2.21,0.03,0,0,0,0,0,0,0,0,0,0,0,0.025,0.048,0.1,0.099,0.043,0.023,0.012,0.01,0.009,0.001,0,0.001,0.001,0.001,0.001,0,0,0.001,0.001,0,0,104.21,123.11,138.8,139.44,140.67,141.98,142.48,141.61,139.66,133.99,127.01,127.4,127.63,125.69,121.63,115.21,110.38,103.17,79.3,78.52,104.8
2022-08-06T22:05:38.000Z,23.41,-154.621,54,24.36,52.91,35.37,1024.05,0.206,41.27,1801.59,2.32,0.07,2.3,5.09,11.67,11.7,7.18,4.88,2.96,2.59,2.16,0.06,0.02,0.02,0,0,0.02,0,0,0,0,0.02,0,0.024,0.046,0.096,0.095,0.041,0.022,0.012,0.01,0.008,0.001,0,0.001,0,0.001,0.001,0,0,0,0,0,0,103.95,122.92,138.96,139.62,140.8,141.85,142.29,141.57,139.77,134.03,126.76,127.17,127.63,125.49,121.39,115.44,110.41,102.74,79.84,78.78,105.29
2022-08-06T22:05:40.000Z,23.41,-154.621,55,24.26,52.8,35.37,1024.08,0.204,38.56,1800.04,2.17,0.07,2.15,4.75,10.97,10.99,6.7,4.53,2.73,2.38,1.97,0.05,0.03,0.01,0.03,0.01,0.03,0,0,0.01,0,0,0,0.021,0.042,0.089,0.088,0.037,0.019,0.01,0.008,0.007,0,0,0,0,0,0,0,0,0,0.001,0,0,104.1,122.65,138.94,139.49,140.51,141.63,142.22,141.64,139.58,133.88,126.86,127.1,127.25,125.76,121.5,115.16,110.57,102.52,79.54,78.99,105.12
2022-08-06T22:05:42.000Z,23.41,-154.621,56,24.18,52.73,35.37,1024.11,0.199,35.98,1799.68,2.02,0.07,2,4.43,10.34,10.37,6.25,4.18,2.5,2.17,1.79,0.02,0.01,0,0,0,0.02,0,0,0,0,0,0,0.021,0.04,0.085,0.085,0.036,0.018,0.009,0.008,0.006,0,0,0,0,0,0.001,0,0,0,0.001,0,0,103.8,122.58,139.13,139.63,140.51,141.42,141.91,141.59,139.77,133.38,127.36,127.42,126.93,125.81,121.93,114.71,110.69,103.22,78.93,78.78,104.36
