,Unnamed: 0,time,licor_par,cruise,pop,n_per_uL,c_per_uL,lat,lon,temp,salinity,par,diam_med,hour,round_lat,round_lon,scalar,chla_eco,sat_par,sun_zen_angle,new_sun_zen,transmission
0,0,2021-11-19 17:00:00+00:00,486.0871666666666,TN397_740,prochloro,59.10364697,1.471908604,31.04750208,-119.9633229,17.614825,33.200625,909.70255,0.024903854,17,31.0,-120.0,5.2058406,0.2345728301217535,576.53944755,64.30661777473738,64.30661777473738,0.5695637903989748
1,1,2021-11-19 18:00:00+00:00,891.8851666666667,TN397_740,prochloro,73.90442021,1.901776302,30.96297528,-120.1093627,17.63378125,33.15895047,1619.0125,0.025732917,18,31.0,-120.0,5.037268,0.163370782471596,1088.75455755,56.584969655676,56.584969655676,0.5758879417026934
2,2,2021-11-19 19:00:00+00:00,1092.2743333333335,TN397_740,prochloro,60.7745503,1.420524823,30.7994963,-120.3829782,18.03800046,33.07941806,1876.892611,0.023373679,19,31.0,-120.5,5.219913,0.1078023686237458,1286.42759355,51.88578205551189,51.88578205551189,0.5809856083310927
3,3,2021-11-19 20:00:00+00:00,1002.7636666666666,TN397_740,prochloro,55.66487522,1.528290316,30.68572333,-120.5776571,17.63511125,33.00210625,1953.4959,0.027455201,20,30.5,-120.5,5.233759,0.1469596909285957,1217.70181005,50.21860549515012,50.21860549515012,0.581574983811988
4,4,2021-11-19 21:00:00+00:00,922.6921666666666,TN397_740,prochloro,63.41205993,1.730709774,30.60537949,-120.7143158,17.67635394,33.05964084,2278.979714,0.02729307,21,30.5,-120.5,5.602349,0.1397365939567316,1091.59298655,53.07849836252948,53.07849836252948,0.5807238393595098
5,5,2021-11-19 22:00:00+00:00,406.7028333333334,TN397_740,prochloro,62.17046894,1.725884638,30.42769931,-121.0291292,17.4531125,33.01485694,1238.246667,0.027760521,22,30.5,-121.0,6.359441,0.1972266234238127,784.7421648,59.13877268544082,59.13877268544082,0.5785278680346781
6,6,2021-11-19 23:00:00+00:00,226.3595,TN397_740,prochloro,60.69003353,1.612147707,30.3680287,-121.1320602,17.57308426,32.92691944,1334.703667,0.026563632,23,30.5,-121.0,6.5542674,0.22627995254594,583.4902128,67.87577529117203,67.87577529117203,0.5720503205260176
7,7,2021-11-20 02:00:00+00:00,0.018746125,TN397_740,prochloro,180.12882,9.95237796,29.9801699,-121.7898533,17.32389827,33.05953946,0.02815,0.055251447,2,30.0,-122.0,6.19983,0.5266523984106652,0.0176187,101.01217030399708,78.98782969600292,0.5657756893783852
8,8,2021-11-20 03:00:00+00:00,0.0617947466666666,TN397_740,prochloro,215.4056641,10.10020068,29.86123708,-121.9883677,18.0692555,32.94902217,0.03035,0.046889207,3,30.0,-122.0,6.1906304,0.2103754852394567,0.0184965,113.6718000267489,66.3281999732511,0.5728585001101628
9,9,2021-11-20 04:00:00+00:00,0.1585631068333333,TN397_740,prochloro,268.2912159,13.09037486,29.74421856,-122.1932907,18.28035503,33.05123532,0.03225,0.048791664,4,29.5,-122.0,6.0896974,0.2267760418867741,0.01996995,126.54547094838298,53.454529051617016,0.5819201025466822
10,10,2021-11-20 05:00:00+00:00,0.0739136777333333,TN397_740,prochloro,251.0510994,11.19915925,29.61961458,-122.40457,18.25229833,33.05300542,0.03055,0.044609083,5,29.5,-122.5,5.2951183,0.2574772184464977,0.0194997,139.16165520766032,40.83834479233968,0.5902561787477669
11,11,2021-11-20 06:00:00+00:00,0.0211133739333333,TN397_740,prochloro,307.0704454,11.23176956,29.49714625,-122.6121571,18.48670792,33.1529575,0.03205,0.036577175,6,29.5,-122.5,5.1309953,0.1524396159655086,0.0198759,152.0679757409967,27.9320242590033,0.5998161353293233
12,12,2021-11-20 07:00:00+00:00,0.0318889647337213,TN397_740,prochloro,314.615041,9.989414593,29.37532792,-122.8177292,19.17734917,33.48562167,0.03045,0.03175123,7,29.5,-123.0,4.601054,0.106693650661987,0.01915485,163.70223049773003,16.297769502269972,0.6029951100600734
13,13,2021-11-20 08:00:00+00:00,0.0003493255833333,TN397_740,prochloro,317.9410637,9.668160718,29.25877911,-123.0211255,19.19740561,33.4793558,0.0338,0.030408657,8,29.5,-123.0,4.6893787,0.0972288994910375,0.0211926,170.2449128426692,9.755087157330792,0.6069685966205176
14,14,2021-11-20 09:00:00+00:00,0.0012821246,TN397_740,prochloro,282.9991487,8.016180536,29.13706917,-123.2385754,19.19548208,33.46778,0.0345,0.028325811,9,29.0,-123.0,5.096218,0.0938891698882086,0.0216314999999999,163.0866059993302,16.913394000669797,0.6037927220303551
15,15,2021-11-20 10:00:00+00:00,0.00087125698398,TN397_740,prochloro,269.6792182,7.354477136,29.01148583,-123.4429267,19.2596425,33.45605042,0.02705,0.027271205,10,29.0,-123.5,4.885834,0.0930633500689225,0.0171798,151.17865300601306,28.821346993986936,0.5983509258832919
16,16,2021-11-20 11:00:00+00:00,0.1070071393166666,TN397_740,prochloro,272.4704458,7.32987806,28.89629314,-123.6299698,19.52578873,33.42514755,0.028529412,0.026901553,11,29.0,-123.5,5.042709,0.0992766103671415,0.0175908333333333,138.16711543720336,41.83288456279664,0.5889771026348833
17,17,2021-11-20 14:00:00+00:00,3.2978282130000003,TN397_740,prochloro,172.9042406,3.654693641,28.52585875,-124.2473925,19.63311583,33.43435875,6.8001,0.021137097,14,28.5,-124.0,4.950865,0.096849108859367,4.734964666666667,99.62594524133942,80.37405475866058,0.5596877033992936
18,18,2021-11-20 15:00:00+00:00,106.18183333333332,TN397_740,prochloro,267.5626897,6.652943684,28.44092792,-124.3936904,19.51338292,33.37555917,255.0515,0.02486499,15,28.5,-124.5,5.6095457,0.0955624319045644,159.9172905,87.48109962757687,87.48109962757687,0.5685124394063933
19,19,2021-11-20 20:00:00+00:00,1085.6175,TN397_740,prochloro,271.7239514,8.740144517,28.4363,-124.4028,19.62007625,33.37160833,1731.731,0.032165529,20,28.5,-124.5,3.902042,0.045147618615578,1085.7953370000002,48.36284849013272,48.36284849013272,0.5782315892351306
20,20,2021-11-20 21:00:00+00:00,890.2646666666666,TN397_740,prochloro,244.5850388,7.788012085,28.4363,-124.4028,19.62760625,33.36246125,1572.40545,0.031841735,21,28.5,-124.5,3.2328212,0.0490481791860688,985.89821715,50.23412689312527,50.23412689312527,0.5733068379012635
21,21,2021-11-20 22:00:00+00:00,774.2900000000001,TN397_740,prochloro,216.9099682,6.647295491,28.4363,-124.4028,19.6334742,33.3645408,1243.7958,0.030645413,22,28.5,-124.5,2.7733662,0.0563727178741965,779.8599666000001,55.92020326683132,55.92020326683132,0.5669287821989681
22,22,2021-11-21 01:00:00+00:00,11.779949055555557,TN397_740,prochloro,300.1746032,14.06794527,28.35258083,-124.5388675,19.70973208,33.42454833,20.4506,0.046865874,1,28.5,-124.5,4.8075604,0.101620588235294,12.8225262,86.1052464328438,86.1052464328438,0.5633721647699265
23,23,2021-11-21 02:00:00+00:00,0.0231844615384615,TN397_740,prochloro,300.4300748,13.98859088,28.23071083,-124.7339625,19.50144875,33.38331167,0.0198,0.046561886,2,28.0,-124.5,4.865902,0.1037642238674966,0.0124146,98.37117267413971,81.62882732586029,0.5607336388353055
24,24,2021-11-21 03:00:00+00:00,0.0307591616666666,TN397_740,prochloro,177.0502016,7.225863673,28.10920741,-124.9287963,19.53603674,33.39804663,0.019,0.040812513,3,28.0,-125.0,4.823252,0.1041499644848269,0.011913,110.74918515911256,69.25081484088744,0.5641690490137323
25,25,2021-11-21 04:00:00+00:00,0.0628182283333333,TN397_740,prochloro,298.1012288,13.07376705,27.98895035,-125.1330119,19.70404679,33.48716285,0.0183,0.043856804,4,28.0,-125.0,6.010367,0.1078676761746065,0.0114741,123.82373118118488,56.17626881881512,0.5795718193646163
26,26,2021-11-21 06:00:00+00:00,0.0111049218166666,TN397_740,prochloro,299.9746115,14.11511582,27.75108875,-125.5406646,20.09777625,33.58855292,0.0217,0.047054368,6,28.0,-125.5,6.54035,0.109464790318041,0.0135432,149.809274767047,30.19072523295301,0.602770332767404
27,27,2021-11-21 11:00:00+00:00,0.1917308510499999,TN397_740,prochloro,278.257107,9.206880963,27.14223892,-126.5541283,20.43545192,33.7880515,0.01885,0.033087676,11,27.0,-126.5,5.409853,0.0847106951871658,0.011913,141.005950930859,38.994049069141,0.5920750914418299
28,28,2021-11-21 12:00:00+00:00,0.13509152315,TN397_740,prochloro,278.8410663,8.940542932,27.06899458,-126.6718788,20.500025,33.83401625,0.0204,0.032063222,12,27.0,-126.5,5.937781,0.0868082351122267,0.01275945,127.66001733205503,52.339982667944966,0.5830639307501129
29,29,2021-11-21 13:00:00+00:00,0.1824443333333333,TN397_740,prochloro,281.8217757,8.970066238,27.0676,-126.6738,20.52129176,33.85277731,0.01675,0.031828861,13,27.0,-126.5,6.999753,0.0901356695057133,0.0104081999999999,114.43566297836868,65.56433702163132,0.5765816094115463
30,30,2021-11-21 14:00:00+00:00,1.5957301166666666,TN397_740,prochloro,262.3396507,8.069742687,27.0676,-126.6738,20.51412958,33.85063458,3.7775,0.030760667,14,27.0,-126.5,7.6956725,0.0933895175400108,2.1129273,101.455283209785,78.544716790215,0.5720171929907466
31,31,2021-11-21 15:00:00+00:00,95.11895,TN397_740,prochloro,282.8729526,8.905564438,27.0676,-126.6738,20.51402526,33.85876219,209.1322105,0.031482559,15,27.0,-126.5,8.120701,0.0899650063207413,124.0541445,88.5752521401185,88.5752521401185,0.5788223671071571
32,32,2021-11-21 16:00:00+00:00,386.121,TN397_740,prochloro,282.0589217,9.364687285,27.06696,-126.6744271,20.523775,33.86811958,792.6739,0.033201174,16,27.0,-126.5,8.106188,0.0762123907319214,573.96486015,76.9600198529589,76.9600198529589,0.5753238656486808
33,33,2021-11-21 17:00:00+00:00,904.416,TN397_740,prochloro,273.0656584,9.469670655,27.00130452,-126.7838501,20.4894859,33.88864151,2109.7311,0.034679098,17,27.0,-127.0,7.7001195,0.0455585116135428,1296.3004923,66.45195011959844,66.45195011959844,0.5782155941829747
